#    L    TT             EE             TE             PP             TP          
   178   0.484060E+04   0.776438E+00  -0.347308E+02   0.293514E+07   0.295070E+04
   179   0.486277E+04   0.766161E+00  -0.340679E+02   0.291935E+07   0.292540E+04
   180   0.488453E+04   0.755995E+00  -0.333794E+02   0.290369E+07   0.290042E+04
   181   0.490585E+04   0.745969E+00  -0.326656E+02   0.288816E+07   0.287577E+04
   182   0.492674E+04   0.736110E+00  -0.319265E+02   0.287276E+07   0.285142E+04
   183   0.494719E+04   0.726437E+00  -0.311622E+02   0.285748E+07   0.282737E+04
   184   0.496719E+04   0.716985E+00  -0.303730E+02   0.284232E+07   0.280362E+04
   185   0.498674E+04   0.707789E+00  -0.295587E+02   0.282728E+07   0.278016E+04
   186   0.500582E+04   0.698868E+00  -0.287197E+02   0.281237E+07   0.275697E+04
   187   0.502444E+04   0.690252E+00  -0.278561E+02   0.279758E+07   0.273406E+04
   188   0.504259E+04   0.681976E+00  -0.269682E+02   0.278291E+07   0.271141E+04
   189   0.506025E+04   0.674071E+00  -0.260561E+02   0.276835E+07   0.268901E+04
   190   0.507743E+04   0.666568E+00  -0.251201E+02   0.275391E+07   0.266685E+04
   191   0.509411E+04   0.659496E+00  -0.241605E+02   0.273959E+07   0.264494E+04
   192   0.511029E+04   0.652888E+00  -0.231773E+02   0.272538E+07   0.262325E+04
   193   0.512596E+04   0.646774E+00  -0.221709E+02   0.271128E+07   0.260179E+04
   194   0.514113E+04   0.641188E+00  -0.211416E+02   0.269729E+07   0.258054E+04
   195   0.515578E+04   0.636164E+00  -0.200898E+02   0.268342E+07   0.255950E+04
   196   0.516991E+04   0.631734E+00  -0.190157E+02   0.266965E+07   0.253866E+04
   197   0.518353E+04   0.627933E+00  -0.179198E+02   0.265600E+07   0.251800E+04
   198   0.519663E+04   0.624794E+00  -0.168024E+02   0.264245E+07   0.249753E+04
   199   0.520920E+04   0.622351E+00  -0.156637E+02   0.262900E+07   0.247723E+04
   200   0.522125E+04   0.620636E+00  -0.145042E+02   0.261566E+07   0.245710E+04
   201   0.523276E+04   0.619685E+00  -0.133243E+02   0.260242E+07   0.243712E+04
   202   0.524373E+04   0.619532E+00  -0.121244E+02   0.258929E+07   0.241730E+04
   203   0.525414E+04   0.620211E+00  -0.109047E+02   0.257625E+07   0.239764E+04
   204   0.526399E+04   0.621756E+00  -0.966568E+01   0.256332E+07   0.237813E+04
   205   0.527326E+04   0.624203E+00  -0.840774E+01   0.255049E+07   0.235878E+04
   206   0.528194E+04   0.627584E+00  -0.713121E+01   0.253775E+07   0.233958E+04
   207   0.529003E+04   0.631936E+00  -0.583642E+01   0.252512E+07   0.232053E+04
   208   0.529752E+04   0.637291E+00  -0.452391E+01   0.251258E+07   0.230163E+04
   209   0.530443E+04   0.643684E+00  -0.319419E+01   0.250014E+07   0.228288E+04
   210   0.531076E+04   0.651151E+00  -0.184775E+01   0.248779E+07   0.226427E+04
   211   0.531651E+04   0.659725E+00  -0.485102E+00   0.247554E+07   0.224582E+04
   212   0.532170E+04   0.669440E+00   0.893242E+00   0.246338E+07   0.222751E+04
   213   0.532631E+04   0.680332E+00   0.228678E+01   0.245132E+07   0.220934E+04
   214   0.533037E+04   0.692434E+00   0.369499E+01   0.243935E+07   0.219132E+04
   215   0.533387E+04   0.705775E+00   0.511734E+01   0.242747E+07   0.217344E+04
   216   0.533680E+04   0.720397E+00   0.655328E+01   0.241568E+07   0.215570E+04
   217   0.533916E+04   0.736328E+00   0.800224E+01   0.240398E+07   0.213811E+04
   218   0.534094E+04   0.753596E+00   0.946377E+01   0.239237E+07   0.212065E+04
   219   0.534214E+04   0.772242E+00   0.109372E+02   0.238085E+07   0.210333E+04
   220   0.534275E+04   0.792294E+00   0.124221E+02   0.236941E+07   0.208615E+04
   221   0.534278E+04   0.813779E+00   0.139178E+02   0.235807E+07   0.206911E+04
   222   0.534222E+04   0.836740E+00   0.154238E+02   0.234681E+07   0.205220E+04
   223   0.534106E+04   0.861197E+00   0.169395E+02   0.233563E+07   0.203542E+04
   224   0.533933E+04   0.887184E+00   0.184642E+02   0.232454E+07   0.201878E+04
   225   0.533701E+04   0.914722E+00   0.199973E+02   0.231353E+07   0.200227E+04
   226   0.533410E+04   0.943852E+00   0.215383E+02   0.230260E+07   0.198589E+04
   227   0.533061E+04   0.974603E+00   0.230864E+02   0.229176E+07   0.196964E+04
   228   0.532654E+04   0.100699E+01   0.246411E+02   0.228100E+07   0.195353E+04
   229   0.532189E+04   0.104106E+01   0.262017E+02   0.227031E+07   0.193753E+04
   230   0.531666E+04   0.107683E+01   0.277677E+02   0.225971E+07   0.192167E+04
   231   0.531086E+04   0.111431E+01   0.293382E+02   0.224918E+07   0.190593E+04
   232   0.530449E+04   0.115354E+01   0.309128E+02   0.223874E+07   0.189032E+04
