#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  1172   0.694130E+03  -0.653488E+02   0.689556E-05  -0.653488E+02   0.201809E+02  -0.283273E-06   0.689556E-05  -0.283273E-06   0.189619E-08
  1173   0.695484E+03  -0.651742E+02   0.688425E-05  -0.651742E+02   0.199407E+02  -0.280201E-06   0.688425E-05  -0.280201E-06   0.189301E-08
  1174   0.696814E+03  -0.649834E+02   0.687276E-05  -0.649834E+02   0.197006E+02  -0.277101E-06   0.687276E-05  -0.277101E-06   0.188982E-08
  1175   0.698118E+03  -0.647766E+02   0.686110E-05  -0.647766E+02   0.194608E+02  -0.273976E-06   0.686110E-05  -0.273976E-06   0.188665E-08
  1176   0.699400E+03  -0.645538E+02   0.684926E-05  -0.645538E+02   0.192212E+02  -0.270825E-06   0.684926E-05  -0.270825E-06   0.188348E-08
  1177   0.700657E+03  -0.643153E+02   0.683725E-05  -0.643153E+02   0.189821E+02  -0.267650E-06   0.683725E-05  -0.267650E-06   0.188032E-08
  1178   0.701878E+03  -0.640611E+02   0.682506E-05  -0.640611E+02   0.187437E+02  -0.264450E-06   0.682506E-05  -0.264450E-06   0.187717E-08
  1179   0.703077E+03  -0.637916E+02   0.681270E-05  -0.637916E+02   0.185059E+02  -0.261226E-06   0.681270E-05  -0.261226E-06   0.187402E-08
  1180   0.704242E+03  -0.635067E+02   0.680016E-05  -0.635067E+02   0.182690E+02  -0.257979E-06   0.680016E-05  -0.257979E-06   0.187088E-08
  1181   0.705371E+03  -0.632066E+02   0.678744E-05  -0.632066E+02   0.180330E+02  -0.254710E-06   0.678744E-05  -0.254710E-06   0.186775E-08
  1182   0.706467E+03  -0.628915E+02   0.677454E-05  -0.628915E+02   0.177982E+02  -0.251419E-06   0.677454E-05  -0.251419E-06   0.186462E-08
  1183   0.707529E+03  -0.625614E+02   0.676146E-05  -0.625614E+02   0.175645E+02  -0.248106E-06   0.676146E-05  -0.248106E-06   0.186151E-08
  1184   0.708553E+03  -0.622166E+02   0.674820E-05  -0.622166E+02   0.173322E+02  -0.244772E-06   0.674820E-05  -0.244772E-06   0.185839E-08
  1185   0.709536E+03  -0.618570E+02   0.673475E-05  -0.618570E+02   0.171012E+02  -0.241418E-06   0.673475E-05  -0.241418E-06   0.185529E-08
  1186   0.710475E+03  -0.614828E+02   0.672112E-05  -0.614828E+02   0.168718E+02  -0.238044E-06   0.672112E-05  -0.238044E-06   0.185219E-08
  1187   0.711375E+03  -0.610942E+02   0.670731E-05  -0.610942E+02   0.166440E+02  -0.234651E-06   0.670731E-05  -0.234651E-06   0.184910E-08
  1188   0.712234E+03  -0.606912E+02   0.669332E-05  -0.606912E+02   0.164181E+02  -0.231239E-06   0.669332E-05  -0.231239E-06   0.184601E-08
  1189   0.713047E+03  -0.602738E+02   0.667913E-05  -0.602738E+02   0.161940E+02  -0.227810E-06   0.667913E-05  -0.227810E-06   0.184293E-08
  1190   0.713804E+03  -0.598421E+02   0.666477E-05  -0.598421E+02   0.159718E+02  -0.224362E-06   0.666477E-05  -0.224362E-06   0.183986E-08
  1191   0.714526E+03  -0.593961E+02   0.665021E-05  -0.593961E+02   0.157518E+02  -0.220898E-06   0.665021E-05  -0.220898E-06   0.183680E-08
  1192   0.715194E+03  -0.589359E+02   0.663546E-05  -0.589359E+02   0.155339E+02  -0.217418E-06   0.663546E-05  -0.217418E-06   0.183374E-08
  1193   0.715812E+03  -0.584616E+02   0.662053E-05  -0.584616E+02   0.153185E+02  -0.213922E-06   0.662053E-05  -0.213922E-06   0.183069E-08
  1194   0.716386E+03  -0.579731E+02   0.660541E-05  -0.579731E+02   0.151053E+02  -0.210411E-06   0.660541E-05  -0.210411E-06   0.182764E-08
  1195   0.716904E+03  -0.574704E+02   0.659009E-05  -0.574704E+02   0.148946E+02  -0.206885E-06   0.659009E-05  -0.206885E-06   0.182460E-08
  1196   0.717365E+03  -0.569536E+02   0.657459E-05  -0.569536E+02   0.146866E+02  -0.203345E-06   0.657459E-05  -0.203345E-06   0.182157E-08
  1197   0.717772E+03  -0.564227E+02   0.655889E-05  -0.564227E+02   0.144813E+02  -0.199791E-06   0.655889E-05  -0.199791E-06   0.181855E-08
  1198   0.718130E+03  -0.558776E+02   0.654299E-05  -0.558776E+02   0.142787E+02  -0.196225E-06   0.654299E-05  -0.196225E-06   0.181553E-08
  1199   0.718428E+03  -0.553185E+02   0.652690E-05  -0.553185E+02   0.140792E+02  -0.192646E-06   0.652690E-05  -0.192646E-06   0.181251E-08
  1200   0.718664E+03  -0.547451E+02   0.651062E-05  -0.547451E+02   0.138825E+02  -0.189056E-06   0.651062E-05  -0.189056E-06   0.180951E-08
  1201   0.718843E+03  -0.541578E+02   0.649414E-05  -0.541578E+02   0.136890E+02  -0.185454E-06   0.649414E-05  -0.185454E-06   0.180651E-08
  1202   0.718962E+03  -0.535568E+02   0.647747E-05  -0.535568E+02   0.134986E+02  -0.181842E-06   0.647747E-05  -0.181842E-06   0.180351E-08
  1203   0.719021E+03  -0.529429E+02   0.646062E-05  -0.529429E+02   0.133114E+02  -0.178220E-06   0.646062E-05  -0.178220E-06   0.180053E-08
  1204   0.719024E+03  -0.523166E+02   0.644358E-05  -0.523166E+02   0.131274E+02  -0.174589E-06   0.644358E-05  -0.174589E-06   0.179755E-08
  1205   0.718965E+03  -0.516787E+02   0.642637E-05  -0.516787E+02   0.129466E+02  -0.170948E-06   0.642637E-05  -0.170948E-06   0.179457E-08
  1206   0.718847E+03  -0.510295E+02   0.640900E-05  -0.510295E+02   0.127692E+02  -0.167300E-06   0.640900E-05  -0.167300E-06   0.179161E-08
  1207   0.718670E+03  -0.503697E+02   0.639145E-05  -0.503697E+02   0.125949E+02  -0.163645E-06   0.639145E-05  -0.163645E-06   0.178864E-08
  1208   0.718441E+03  -0.496999E+02   0.637375E-05  -0.496999E+02   0.124242E+02  -0.159982E-06   0.637375E-05  -0.159982E-06   0.178569E-08
  1209   0.718156E+03  -0.490207E+02   0.635590E-05  -0.490207E+02   0.122567E+02  -0.156314E-06   0.635590E-05  -0.156314E-06   0.178274E-08
  1210   0.717809E+03  -0.483326E+02   0.633789E-05  -0.483326E+02   0.120927E+02  -0.152640E-06   0.633789E-05  -0.152640E-06   0.177980E-08
  1211   0.717403E+03  -0.476361E+02   0.631975E-05  -0.476361E+02   0.119321E+02  -0.148960E-06   0.631975E-05  -0.148960E-06   0.177686E-08
  1212   0.716946E+03  -0.469317E+02   0.630147E-05  -0.469317E+02   0.117750E+02  -0.145277E-06   0.630147E-05  -0.145277E-06   0.177393E-08
  1213   0.716429E+03  -0.462200E+02   0.628305E-05  -0.462200E+02   0.116214E+02  -0.141590E-06   0.628305E-05  -0.141590E-06   0.177101E-08
  1214   0.715858E+03  -0.455016E+02   0.626451E-05  -0.455016E+02   0.114715E+02  -0.137900E-06   0.626451E-05  -0.137900E-06   0.176809E-08
  1215   0.715238E+03  -0.447769E+02   0.624585E-05  -0.447769E+02   0.113250E+02  -0.134208E-06   0.624585E-05  -0.134208E-06   0.176518E-08
  1216   0.714553E+03  -0.440464E+02   0.622708E-05  -0.440464E+02   0.111822E+02  -0.130513E-06   0.622708E-05  -0.130513E-06   0.176227E-08
  1217   0.713817E+03  -0.433106E+02   0.620819E-05  -0.433106E+02   0.110431E+02  -0.126818E-06   0.620819E-05  -0.126818E-06   0.175937E-08
  1218   0.713028E+03  -0.425701E+02   0.618920E-05  -0.425701E+02   0.109076E+02  -0.123122E-06   0.618920E-05  -0.123122E-06   0.175648E-08
  1219   0.712185E+03  -0.418254E+02   0.617011E-05  -0.418254E+02   0.107757E+02  -0.119426E-06   0.617011E-05  -0.119426E-06   0.175359E-08
  1220   0.711279E+03  -0.410768E+02   0.615093E-05  -0.410768E+02   0.106476E+02  -0.115731E-06   0.615093E-05  -0.115731E-06   0.175071E-08
  1221   0.710331E+03  -0.403251E+02   0.613165E-05  -0.403251E+02   0.105232E+02  -0.112037E-06   0.613165E-05  -0.112037E-06   0.174784E-08
  1222   0.709316E+03  -0.395705E+02   0.611230E-05  -0.395705E+02   0.104027E+02  -0.108345E-06   0.611230E-05  -0.108345E-06   0.174497E-08
  1223   0.708257E+03  -0.388135E+02   0.609286E-05  -0.388135E+02   0.102859E+02  -0.104656E-06   0.609286E-05  -0.104656E-06   0.174211E-08
  1224   0.707136E+03  -0.380547E+02   0.607336E-05  -0.380547E+02   0.101730E+02  -0.100970E-06   0.607336E-05  -0.100970E-06   0.173925E-08
  1225   0.705967E+03  -0.372942E+02   0.605378E-05  -0.372942E+02   0.100640E+02  -0.972882E-07   0.605378E-05  -0.972882E-07   0.173640E-08
  1226   0.704740E+03  -0.365325E+02   0.603415E-05  -0.365325E+02   0.995886E+01  -0.936106E-07   0.603415E-05  -0.936106E-07   0.173355E-08
  1227   0.703463E+03  -0.357702E+02   0.601446E-05  -0.357702E+02   0.985766E+01  -0.899381E-07   0.601446E-05  -0.899381E-07   0.173072E-08
  1228   0.702134E+03  -0.350073E+02   0.599472E-05  -0.350073E+02   0.976051E+01  -0.862714E-07   0.599472E-05  -0.862714E-07   0.172788E-08
  1229   0.700758E+03  -0.342445E+02   0.597493E-05  -0.342445E+02   0.966738E+01  -0.826110E-07   0.597493E-05  -0.826110E-07   0.172506E-08
  1230   0.699327E+03  -0.334821E+02   0.595510E-05  -0.334821E+02   0.957834E+01  -0.789576E-07   0.595510E-05  -0.789576E-07   0.172224E-08
  1231   0.697839E+03  -0.327206E+02   0.593524E-05  -0.327206E+02   0.949336E+01  -0.753119E-07   0.593524E-05  -0.753119E-07   0.171942E-08
  1232   0.696300E+03  -0.319601E+02   0.591535E-05  -0.319601E+02   0.941259E+01  -0.716744E-07   0.591535E-05  -0.716744E-07   0.171661E-08
  1233   0.694717E+03  -0.312013E+02   0.589543E-05  -0.312013E+02   0.933585E+01  -0.680458E-07   0.589543E-05  -0.680458E-07   0.171381E-08
  1234   0.693072E+03  -0.304443E+02   0.587550E-05  -0.304443E+02   0.926336E+01  -0.644266E-07   0.587550E-05  -0.644266E-07   0.171101E-08
  1235   0.691380E+03  -0.296898E+02   0.585555E-05  -0.296898E+02   0.919510E+01  -0.608177E-07   0.585555E-05  -0.608177E-07   0.170822E-08
  1236   0.689631E+03  -0.289380E+02   0.583560E-05  -0.289380E+02   0.913112E+01  -0.572194E-07   0.583560E-05  -0.572194E-07   0.170544E-08
  1237   0.687831E+03  -0.281892E+02   0.581564E-05  -0.281892E+02   0.907134E+01  -0.536326E-07   0.581564E-05  -0.536326E-07   0.170266E-08
  1238   0.685979E+03  -0.274438E+02   0.579568E-05  -0.274438E+02   0.901595E+01  -0.500578E-07   0.579568E-05  -0.500578E-07   0.169988E-08
  1239   0.684074E+03  -0.267021E+02   0.577574E-05  -0.267021E+02   0.896488E+01  -0.464956E-07   0.577574E-05  -0.464956E-07   0.169712E-08
  1240   0.682114E+03  -0.259644E+02   0.575581E-05  -0.259644E+02   0.891818E+01  -0.429467E-07   0.575581E-05  -0.429467E-07   0.169435E-08
  1241   0.680105E+03  -0.252311E+02   0.573589E-05  -0.252311E+02   0.887598E+01  -0.394117E-07   0.573589E-05  -0.394117E-07   0.169160E-08
  1242   0.678045E+03  -0.245023E+02   0.571600E-05  -0.245023E+02   0.883827E+01  -0.358912E-07   0.571600E-05  -0.358912E-07   0.168885E-08
  1243   0.675926E+03  -0.237786E+02   0.569614E-05  -0.237786E+02   0.880502E+01  -0.323859E-07   0.569614E-05  -0.323859E-07   0.168610E-08
  1244   0.673754E+03  -0.230602E+02   0.567632E-05  -0.230602E+02   0.877638E+01  -0.288963E-07   0.567632E-05  -0.288963E-07   0.168336E-08
  1245   0.671527E+03  -0.223472E+02   0.565654E-05  -0.223472E+02   0.875225E+01  -0.254232E-07   0.565654E-05  -0.254232E-07   0.168063E-08
  1246   0.669251E+03  -0.216402E+02   0.563680E-05  -0.216402E+02   0.873283E+01  -0.219670E-07   0.563680E-05  -0.219670E-07   0.167790E-08
  1247   0.666918E+03  -0.209393E+02   0.561712E-05  -0.209393E+02   0.871805E+01  -0.185286E-07   0.561712E-05  -0.185286E-07   0.167518E-08
  1248   0.664533E+03  -0.202448E+02   0.559749E-05  -0.202448E+02   0.870802E+01  -0.151084E-07   0.559749E-05  -0.151084E-07   0.167246E-08
  1249   0.662087E+03  -0.195571E+02   0.557792E-05  -0.195571E+02   0.870266E+01  -0.117072E-07   0.557792E-05  -0.117072E-07   0.166975E-08
  1250   0.659594E+03  -0.188764E+02   0.555842E-05  -0.188764E+02   0.870211E+01  -0.832545E-08   0.555842E-05  -0.832545E-08   0.166705E-08
  1251   0.657038E+03  -0.182029E+02   0.553900E-05  -0.182029E+02   0.870646E+01  -0.496385E-08   0.553900E-05  -0.496385E-08   0.166435E-08
  1252   0.654427E+03  -0.175368E+02   0.551964E-05  -0.175368E+02   0.871549E+01  -0.162262E-08   0.551964E-05  -0.162262E-08   0.166165E-08
  1253   0.651769E+03  -0.168784E+02   0.550036E-05  -0.168784E+02   0.872915E+01   0.169799E-08   0.550036E-05   0.169799E-08   0.165896E-08
  1254   0.649058E+03  -0.162279E+02   0.548114E-05  -0.162279E+02   0.874740E+01   0.499777E-08   0.548114E-05   0.499777E-08   0.165628E-08
  1255   0.646302E+03  -0.155854E+02   0.546199E-05  -0.155854E+02   0.877007E+01   0.827651E-08   0.546199E-05   0.827651E-08   0.165360E-08
  1256   0.643502E+03  -0.149512E+02   0.544291E-05  -0.149512E+02   0.879704E+01   0.115340E-07   0.544291E-05   0.115340E-07   0.165093E-08
  1257   0.640659E+03  -0.143255E+02   0.542389E-05  -0.143255E+02   0.882819E+01   0.147700E-07   0.542389E-05   0.147700E-07   0.164826E-08
  1258   0.637773E+03  -0.137085E+02   0.540493E-05  -0.137085E+02   0.886356E+01   0.179842E-07   0.540493E-05   0.179842E-07   0.164560E-08
  1259   0.634840E+03  -0.131004E+02   0.538603E-05  -0.131004E+02   0.890283E+01   0.211766E-07   0.538603E-05   0.211766E-07   0.164295E-08
  1260   0.631880E+03  -0.125014E+02   0.536720E-05  -0.125014E+02   0.894608E+01   0.243468E-07   0.536720E-05   0.243468E-07   0.164030E-08
  1261   0.628875E+03  -0.119118E+02   0.534842E-05  -0.119118E+02   0.899308E+01   0.274946E-07   0.534842E-05   0.274946E-07   0.163765E-08
  1262   0.625838E+03  -0.113317E+02   0.532969E-05  -0.113317E+02   0.904369E+01   0.306199E-07   0.532969E-05   0.306199E-07   0.163501E-08
  1263   0.622771E+03  -0.107614E+02   0.531103E-05  -0.107614E+02   0.909790E+01   0.337223E-07   0.531103E-05   0.337223E-07   0.163238E-08
  1264   0.619668E+03  -0.102010E+02   0.529241E-05  -0.102010E+02   0.915565E+01   0.368018E-07   0.529241E-05   0.368018E-07   0.162975E-08
  1265   0.616536E+03  -0.965072E+01   0.527385E-05  -0.965072E+01   0.921669E+01   0.398579E-07   0.527385E-05   0.398579E-07   0.162713E-08
  1266   0.613370E+03  -0.911076E+01   0.525534E-05  -0.911076E+01   0.928097E+01   0.428907E-07   0.525534E-05   0.428907E-07   0.162451E-08
  1267   0.610185E+03  -0.858128E+01   0.523688E-05  -0.858128E+01   0.934847E+01   0.458997E-07   0.523688E-05   0.458997E-07   0.162190E-08
  1268   0.606975E+03  -0.806244E+01   0.521846E-05  -0.806244E+01   0.941907E+01   0.488848E-07   0.521846E-05   0.488848E-07   0.161929E-08
  1269   0.603740E+03  -0.755440E+01   0.520010E-05  -0.755440E+01   0.949265E+01   0.518458E-07   0.520010E-05   0.518458E-07   0.161669E-08
  1270   0.600482E+03  -0.705737E+01   0.518177E-05  -0.705737E+01   0.956918E+01   0.547825E-07   0.518177E-05   0.547825E-07   0.161409E-08
  1271   0.597201E+03  -0.657144E+01   0.516349E-05  -0.657144E+01   0.964847E+01   0.576946E-07   0.516349E-05   0.576946E-07   0.161150E-08
  1272   0.593906E+03  -0.609690E+01   0.514525E-05  -0.609690E+01   0.973048E+01   0.605819E-07   0.514525E-05   0.605819E-07   0.160891E-08
  1273   0.590591E+03  -0.563374E+01   0.512705E-05  -0.563374E+01   0.981510E+01   0.634443E-07   0.512705E-05   0.634443E-07   0.160633E-08
  1274   0.587255E+03  -0.518228E+01   0.510889E-05  -0.518228E+01   0.990230E+01   0.662814E-07   0.510889E-05   0.662814E-07   0.160376E-08
  1275   0.583906E+03  -0.474257E+01   0.509077E-05  -0.474257E+01   0.999203E+01   0.690931E-07   0.509077E-05   0.690931E-07   0.160119E-08
  1276   0.580545E+03  -0.431485E+01   0.507268E-05  -0.431485E+01   0.100841E+02   0.718791E-07   0.507268E-05   0.718791E-07   0.159863E-08
  1277   0.577171E+03  -0.389925E+01   0.505463E-05  -0.389925E+01   0.101786E+02   0.746392E-07   0.505463E-05   0.746392E-07   0.159607E-08
  1278   0.573785E+03  -0.349585E+01   0.503661E-05  -0.349585E+01   0.102752E+02   0.773732E-07   0.503661E-05   0.773732E-07   0.159351E-08
  1279   0.570389E+03  -0.310494E+01   0.501862E-05  -0.310494E+01   0.103740E+02   0.800810E-07   0.501862E-05   0.800810E-07   0.159096E-08
  1280   0.566983E+03  -0.272661E+01   0.500066E-05  -0.272661E+01   0.104749E+02   0.827621E-07   0.500066E-05   0.827621E-07   0.158842E-08
  1281   0.563570E+03  -0.236106E+01   0.498272E-05  -0.236106E+01   0.105777E+02   0.854166E-07   0.498272E-05   0.854166E-07   0.158588E-08
  1282   0.560150E+03  -0.200838E+01   0.496482E-05  -0.200838E+01   0.106825E+02   0.880440E-07   0.496482E-05   0.880440E-07   0.158335E-08
  1283   0.556723E+03  -0.166878E+01   0.494694E-05  -0.166878E+01   0.107891E+02   0.906442E-07   0.494694E-05   0.906442E-07   0.158082E-08
  1284   0.553292E+03  -0.134234E+01   0.492908E-05  -0.134234E+01   0.108974E+02   0.932171E-07   0.492908E-05   0.932171E-07   0.157830E-08
  1285   0.549856E+03  -0.102927E+01   0.491125E-05  -0.102927E+01   0.110074E+02   0.957623E-07   0.491125E-05   0.957623E-07   0.157578E-08
  1286   0.546418E+03  -0.729730E+00   0.489343E-05  -0.729730E+00   0.111190E+02   0.982796E-07   0.489343E-05   0.982796E-07   0.157327E-08
  1287   0.542978E+03  -0.443861E+00   0.487564E-05  -0.443861E+00   0.112322E+02   0.100769E-06   0.487564E-05   0.100769E-06   0.157076E-08
  1288   0.539536E+03  -0.171737E+00   0.485786E-05  -0.171737E+00   0.113469E+02   0.103230E-06   0.485786E-05   0.103230E-06   0.156826E-08
  1289   0.536094E+03   0.864955E-01   0.484010E-05   0.864955E-01   0.114631E+02   0.105662E-06   0.484010E-05   0.105662E-06   0.156576E-08
  1290   0.532653E+03   0.330615E+00   0.482235E-05   0.330615E+00   0.115807E+02   0.108066E-06   0.482235E-05   0.108066E-06   0.156327E-08
  1291   0.529214E+03   0.560549E+00   0.480462E-05   0.560549E+00   0.116996E+02   0.110441E-06   0.480462E-05   0.110441E-06   0.156078E-08
  1292   0.525777E+03   0.776076E+00   0.478690E-05   0.776076E+00   0.118199E+02   0.112786E-06   0.478690E-05   0.112786E-06   0.155830E-08
  1293   0.522344E+03   0.977197E+00   0.476919E-05   0.977197E+00   0.119415E+02   0.115103E-06   0.476919E-05   0.115103E-06   0.155582E-08
  1294   0.518915E+03   0.116354E+01   0.475149E-05   0.116354E+01   0.120643E+02   0.117389E-06   0.475149E-05   0.117389E-06   0.155335E-08
  1295   0.515489E+03   0.133511E+01   0.473379E-05   0.133511E+01   0.121882E+02   0.119646E-06   0.473379E-05   0.119646E-06   0.155088E-08
  1296   0.512070E+03   0.149169E+01   0.471610E-05   0.149169E+01   0.123133E+02   0.121873E-06   0.471610E-05   0.121873E-06   0.154842E-08
  1297   0.508656E+03   0.163312E+01   0.469842E-05   0.163312E+01   0.124394E+02   0.124069E-06   0.469842E-05   0.124069E-06   0.154596E-08
  1298   0.505249E+03   0.175927E+01   0.468073E-05   0.175927E+01   0.125666E+02   0.126235E-06   0.468073E-05   0.126235E-06   0.154351E-08
  1299   0.501849E+03   0.186990E+01   0.466305E-05   0.186990E+01   0.126947E+02   0.128370E-06   0.466305E-05   0.128370E-06   0.154106E-08
  1300   0.498457E+03   0.196495E+01   0.464537E-05   0.196495E+01   0.128237E+02   0.130475E-06   0.464537E-05   0.130475E-06   0.153862E-08
  1301   0.495072E+03   0.204420E+01   0.462769E-05   0.204420E+01   0.129535E+02   0.132548E-06   0.462769E-05   0.132548E-06   0.153618E-08
  1302   0.491698E+03   0.210804E+01   0.461000E-05   0.210804E+01   0.130842E+02   0.134590E-06   0.461000E-05   0.134590E-06   0.153375E-08
  1303   0.488333E+03   0.215657E+01   0.459231E-05   0.215657E+01   0.132156E+02   0.136601E-06   0.459231E-05   0.136601E-06   0.153132E-08
  1304   0.484980E+03   0.219026E+01   0.457462E-05   0.219026E+01   0.133474E+02   0.138580E-06   0.457462E-05   0.138580E-06   0.152890E-08
  1305   0.481642E+03   0.220927E+01   0.455693E-05   0.220927E+01   0.134798E+02   0.140529E-06   0.455693E-05   0.140529E-06   0.152648E-08
  1306   0.478317E+03   0.221402E+01   0.453923E-05   0.221402E+01   0.136125E+02   0.142446E-06   0.453923E-05   0.142446E-06   0.152407E-08
  1307   0.475008E+03   0.220473E+01   0.452154E-05   0.220473E+01   0.137454E+02   0.144332E-06   0.452154E-05   0.144332E-06   0.152166E-08
  1308   0.471716E+03   0.218166E+01   0.450383E-05   0.218166E+01   0.138784E+02   0.146186E-06   0.450383E-05   0.146186E-06   0.151925E-08
  1309   0.468442E+03   0.214513E+01   0.448613E-05   0.214513E+01   0.140114E+02   0.148009E-06   0.448613E-05   0.148009E-06   0.151685E-08
  1310   0.465187E+03   0.209554E+01   0.446842E-05   0.209554E+01   0.141443E+02   0.149801E-06   0.446842E-05   0.149801E-06   0.151446E-08
  1311   0.461951E+03   0.203297E+01   0.445071E-05   0.203297E+01   0.142770E+02   0.151561E-06   0.445071E-05   0.151561E-06   0.151207E-08
  1312   0.458737E+03   0.195784E+01   0.443299E-05   0.195784E+01   0.144093E+02   0.153290E-06   0.443299E-05   0.153290E-06   0.150969E-08
  1313   0.455545E+03   0.187045E+01   0.441527E-05   0.187045E+01   0.145411E+02   0.154987E-06   0.441527E-05   0.154987E-06   0.150731E-08
  1314   0.452376E+03   0.177091E+01   0.439754E-05   0.177091E+01   0.146724E+02   0.156653E-06   0.439754E-05   0.156653E-06   0.150493E-08
  1315   0.449230E+03   0.165969E+01   0.437981E-05   0.165969E+01   0.148031E+02   0.158288E-06   0.437981E-05   0.158288E-06   0.150256E-08
  1316   0.446110E+03   0.153688E+01   0.436207E-05   0.153688E+01   0.149331E+02   0.159890E-06   0.436207E-05   0.159890E-06   0.150020E-08
  1317   0.443016E+03   0.140273E+01   0.434433E-05   0.140273E+01   0.150623E+02   0.161462E-06   0.434433E-05   0.161462E-06   0.149784E-08
  1318   0.439948E+03   0.125756E+01   0.432658E-05   0.125756E+01   0.151906E+02   0.163001E-06   0.432658E-05   0.163001E-06   0.149548E-08
  1319   0.436909E+03   0.110162E+01   0.430883E-05   0.110162E+01   0.153181E+02   0.164509E-06   0.430883E-05   0.164509E-06   0.149313E-08
  1320   0.433897E+03   0.935079E+00   0.429107E-05   0.935079E+00   0.154444E+02   0.165986E-06   0.429107E-05   0.165986E-06   0.149079E-08
  1321   0.430916E+03   0.758260E+00   0.427330E-05   0.758260E+00   0.155697E+02   0.167430E-06   0.427330E-05   0.167430E-06   0.148845E-08
  1322   0.427966E+03   0.571334E+00   0.425553E-05   0.571334E+00   0.156938E+02   0.168843E-06   0.425553E-05   0.168843E-06   0.148611E-08
  1323   0.425046E+03   0.374548E+00   0.423775E-05   0.374548E+00   0.158167E+02   0.170225E-06   0.423775E-05   0.170225E-06   0.148378E-08
  1324   0.422159E+03   0.168149E+00   0.421997E-05   0.168149E+00   0.159382E+02   0.171574E-06   0.421997E-05   0.171574E-06   0.148145E-08
  1325   0.419304E+03  -0.476172E-01   0.420217E-05  -0.476172E-01   0.160581E+02   0.172892E-06   0.420217E-05   0.172892E-06   0.147913E-08
  1326   0.416482E+03  -0.272578E+00   0.418437E-05  -0.272578E+00   0.161766E+02   0.174178E-06   0.418437E-05   0.174178E-06   0.147681E-08
  1327   0.413695E+03  -0.506561E+00   0.416657E-05  -0.506561E+00   0.162934E+02   0.175432E-06   0.416657E-05   0.175432E-06   0.147450E-08
  1328   0.410943E+03  -0.749246E+00   0.414875E-05  -0.749246E+00   0.164084E+02   0.176654E-06   0.414875E-05   0.176654E-06   0.147219E-08
  1329   0.408226E+03  -0.100046E+01   0.413093E-05  -0.100046E+01   0.165217E+02   0.177845E-06   0.413093E-05   0.177845E-06   0.146988E-08
  1330   0.405546E+03  -0.126010E+01   0.411310E-05  -0.126010E+01   0.166332E+02   0.179003E-06   0.411310E-05   0.179003E-06   0.146758E-08
  1331   0.402902E+03  -0.152793E+01   0.409526E-05  -0.152793E+01   0.167427E+02   0.180129E-06   0.409526E-05   0.180129E-06   0.146529E-08
  1332   0.400296E+03  -0.180378E+01   0.407741E-05  -0.180378E+01   0.168502E+02   0.181224E-06   0.407741E-05   0.181224E-06   0.146300E-08
  1333   0.397728E+03  -0.208746E+01   0.405955E-05  -0.208746E+01   0.169556E+02   0.182286E-06   0.405955E-05   0.182286E-06   0.146071E-08
  1334   0.395199E+03  -0.237873E+01   0.404168E-05  -0.237873E+01   0.170589E+02   0.183317E-06   0.404168E-05   0.183317E-06   0.145843E-08
  1335   0.392709E+03  -0.267743E+01   0.402381E-05  -0.267743E+01   0.171600E+02   0.184315E-06   0.402381E-05   0.184315E-06   0.145615E-08
  1336   0.390259E+03  -0.298352E+01   0.400592E-05  -0.298352E+01   0.172588E+02   0.185282E-06   0.400592E-05   0.185282E-06   0.145388E-08
  1337   0.387850E+03  -0.329676E+01   0.398803E-05  -0.329676E+01   0.173553E+02   0.186216E-06   0.398803E-05   0.186216E-06   0.145162E-08
  1338   0.385482E+03  -0.361706E+01   0.397012E-05  -0.361706E+01   0.174494E+02   0.187118E-06   0.397012E-05   0.187118E-06   0.144935E-08
  1339   0.383156E+03  -0.394416E+01   0.395221E-05  -0.394416E+01   0.175410E+02   0.187988E-06   0.395221E-05   0.187988E-06   0.144709E-08
  1340   0.380871E+03  -0.427805E+01   0.393428E-05  -0.427805E+01   0.176301E+02   0.188826E-06   0.393428E-05   0.188826E-06   0.144484E-08
  1341   0.378630E+03  -0.461855E+01   0.391634E-05  -0.461855E+01   0.177165E+02   0.189632E-06   0.391634E-05   0.189632E-06   0.144259E-08
  1342   0.376432E+03  -0.496540E+01   0.389839E-05  -0.496540E+01   0.178003E+02   0.190405E-06   0.389839E-05   0.190405E-06   0.144034E-08
  1343   0.374277E+03  -0.531868E+01   0.388044E-05  -0.531868E+01   0.178814E+02   0.191146E-06   0.388044E-05   0.191146E-06   0.143810E-08
  1344   0.372166E+03  -0.567812E+01   0.386247E-05  -0.567812E+01   0.179597E+02   0.191855E-06   0.386247E-05   0.191855E-06   0.143587E-08
  1345   0.370100E+03  -0.604363E+01   0.384448E-05  -0.604363E+01   0.180350E+02   0.192532E-06   0.384448E-05   0.192532E-06   0.143364E-08
  1346   0.368079E+03  -0.641511E+01   0.382649E-05  -0.641511E+01   0.181075E+02   0.193176E-06   0.382649E-05   0.193176E-06   0.143141E-08
  1347   0.366103E+03  -0.679247E+01   0.380849E-05  -0.679247E+01   0.181770E+02   0.193788E-06   0.380849E-05   0.193788E-06   0.142919E-08
  1348   0.364173E+03  -0.717552E+01   0.379047E-05  -0.717552E+01   0.182433E+02   0.194367E-06   0.379047E-05   0.194367E-06   0.142697E-08
