#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
   180   0.480535E+04   0.715158E+01   0.456414E-03   0.715158E+01   0.793464E+00   0.484401E-07   0.456414E-03   0.484401E-07   0.282352E-07
   181   0.481064E+04   0.875669E+01   0.451988E-03   0.875669E+01   0.816670E+00   0.595468E-07   0.451988E-03   0.595468E-07   0.280911E-07
   182   0.481523E+04   0.103787E+02   0.447616E-03   0.103787E+02   0.841912E+00   0.708335E-07   0.447616E-03   0.708335E-07   0.279483E-07
   183   0.481910E+04   0.120167E+02   0.443298E-03   0.120167E+02   0.869247E+00   0.823016E-07   0.443298E-03   0.823016E-07   0.278065E-07
   184   0.482227E+04   0.136694E+02   0.439033E-03   0.136694E+02   0.898748E+00   0.939529E-07   0.439033E-03   0.939529E-07   0.276658E-07
   185   0.482472E+04   0.153360E+02   0.434819E-03   0.153360E+02   0.930487E+00   0.105789E-06   0.434819E-03   0.105789E-06   0.275263E-07
   186   0.482645E+04   0.170153E+02   0.430657E-03   0.170153E+02   0.964520E+00   0.117811E-06   0.430657E-03   0.117811E-06   0.273878E-07
   187   0.482747E+04   0.187062E+02   0.426546E-03   0.187062E+02   0.100091E+01   0.130020E-06   0.426546E-03   0.130020E-06   0.272504E-07
   188   0.482777E+04   0.204076E+02   0.422484E-03   0.204076E+02   0.103974E+01   0.142419E-06   0.422484E-03   0.142419E-06   0.271141E-07
   189   0.482735E+04   0.221184E+02   0.418471E-03   0.221184E+02   0.108107E+01   0.155009E-06   0.418471E-03   0.155009E-06   0.269788E-07
   190   0.482621E+04   0.238374E+02   0.414505E-03   0.238374E+02   0.112498E+01   0.167791E-06   0.414505E-03   0.167791E-06   0.268446E-07
   191   0.482435E+04   0.255634E+02   0.410587E-03   0.255634E+02   0.117152E+01   0.180767E-06   0.410587E-03   0.180767E-06   0.267114E-07
   192   0.482176E+04   0.272954E+02   0.406715E-03   0.272954E+02   0.122076E+01   0.193938E-06   0.406715E-03   0.193938E-06   0.265792E-07
   193   0.481844E+04   0.290321E+02   0.402889E-03   0.290321E+02   0.127279E+01   0.207306E-06   0.402889E-03   0.207306E-06   0.264481E-07
   194   0.481440E+04   0.307724E+02   0.399107E-03   0.307724E+02   0.132766E+01   0.220873E-06   0.399107E-03   0.220873E-06   0.263179E-07
   195   0.480963E+04   0.325149E+02   0.395369E-03   0.325149E+02   0.138544E+01   0.234640E-06   0.395369E-03   0.234640E-06   0.261887E-07
   196   0.480415E+04   0.342584E+02   0.391675E-03   0.342584E+02   0.144622E+01   0.248608E-06   0.391675E-03   0.248608E-06   0.260606E-07
   197   0.479794E+04   0.360017E+02   0.388022E-03   0.360017E+02   0.151006E+01   0.262780E-06   0.388022E-03   0.262780E-06   0.259333E-07
   198   0.479102E+04   0.377435E+02   0.384411E-03   0.377435E+02   0.157702E+01   0.277156E-06   0.384411E-03   0.277156E-06   0.258071E-07
   199   0.478338E+04   0.394825E+02   0.380840E-03   0.394825E+02   0.164719E+01   0.291738E-06   0.380840E-03   0.291738E-06   0.256817E-07
   200   0.477502E+04   0.412174E+02   0.377309E-03   0.412174E+02   0.172063E+01   0.306528E-06   0.377309E-03   0.306528E-06   0.255574E-07
   201   0.476596E+04   0.429471E+02   0.373817E-03   0.429471E+02   0.179740E+01   0.321526E-06   0.373817E-03   0.321526E-06   0.254339E-07
   202   0.475618E+04   0.446705E+02   0.370363E-03   0.446705E+02   0.187750E+01   0.336724E-06   0.370363E-03   0.336724E-06   0.253113E-07
   203   0.474568E+04   0.463873E+02   0.366948E-03   0.463873E+02   0.196091E+01   0.352114E-06   0.366948E-03   0.352114E-06   0.251897E-07
   204   0.473447E+04   0.480965E+02   0.363570E-03   0.480965E+02   0.204761E+01   0.367686E-06   0.363570E-03   0.367686E-06   0.250690E-07
   205   0.472254E+04   0.497974E+02   0.360230E-03   0.497974E+02   0.213760E+01   0.383433E-06   0.360230E-03   0.383433E-06   0.249491E-07
   206   0.470992E+04   0.514893E+02   0.356927E-03   0.514893E+02   0.223085E+01   0.399344E-06   0.356927E-03   0.399344E-06   0.248301E-07
   207   0.469658E+04   0.531715E+02   0.353660E-03   0.531715E+02   0.232734E+01   0.415412E-06   0.353660E-03   0.415412E-06   0.247120E-07
   208   0.468255E+04   0.548430E+02   0.350430E-03   0.548430E+02   0.242707E+01   0.431628E-06   0.350430E-03   0.431628E-06   0.245948E-07
   209   0.466785E+04   0.565032E+02   0.347236E-03   0.565032E+02   0.253001E+01   0.447982E-06   0.347236E-03   0.447982E-06   0.244785E-07
   210   0.465249E+04   0.581510E+02   0.344077E-03   0.581510E+02   0.263615E+01   0.464465E-06   0.344077E-03   0.464465E-06   0.243630E-07
   211   0.463649E+04   0.597856E+02   0.340953E-03   0.597856E+02   0.274548E+01   0.481070E-06   0.340953E-03   0.481070E-06   0.242483E-07
   212   0.461988E+04   0.614061E+02   0.337864E-03   0.614061E+02   0.285796E+01   0.497787E-06   0.337864E-03   0.497787E-06   0.241345E-07
   213   0.460265E+04   0.630117E+02   0.334810E-03   0.630117E+02   0.297360E+01   0.514607E-06   0.334810E-03   0.514607E-06   0.240215E-07
   214   0.458484E+04   0.646015E+02   0.331789E-03   0.646015E+02   0.309238E+01   0.531521E-06   0.331789E-03   0.531521E-06   0.239094E-07
   215   0.456646E+04   0.661746E+02   0.328802E-03   0.661746E+02   0.321426E+01   0.548521E-06   0.328802E-03   0.548521E-06   0.237980E-07
   216   0.454749E+04   0.677301E+02   0.325849E-03   0.677301E+02   0.333925E+01   0.565598E-06   0.325849E-03   0.565598E-06   0.236875E-07
   217   0.452796E+04   0.692671E+02   0.322928E-03   0.692671E+02   0.346732E+01   0.582743E-06   0.322928E-03   0.582743E-06   0.235778E-07
   218   0.450788E+04   0.707847E+02   0.320040E-03   0.707847E+02   0.359845E+01   0.599947E-06   0.320040E-03   0.599947E-06   0.234689E-07
   219   0.448725E+04   0.722820E+02   0.317184E-03   0.722820E+02   0.373263E+01   0.617201E-06   0.317184E-03   0.617201E-06   0.233607E-07
   220   0.446607E+04   0.737581E+02   0.314360E-03   0.737581E+02   0.386983E+01   0.634496E-06   0.314360E-03   0.634496E-06   0.232534E-07
   221   0.444437E+04   0.752119E+02   0.311567E-03   0.752119E+02   0.401004E+01   0.651824E-06   0.311567E-03   0.651824E-06   0.231468E-07
   222   0.442213E+04   0.766428E+02   0.308805E-03   0.766428E+02   0.415324E+01   0.669176E-06   0.308805E-03   0.669176E-06   0.230410E-07
   223   0.439938E+04   0.780495E+02   0.306074E-03   0.780495E+02   0.429940E+01   0.686543E-06   0.306074E-03   0.686543E-06   0.229359E-07
   224   0.437615E+04   0.794313E+02   0.303373E-03   0.794313E+02   0.444852E+01   0.703916E-06   0.303373E-03   0.703916E-06   0.228316E-07
   225   0.435243E+04   0.807869E+02   0.300702E-03   0.807869E+02   0.460055E+01   0.721286E-06   0.300702E-03   0.721286E-06   0.227280E-07
   226   0.432824E+04   0.821157E+02   0.298060E-03   0.821157E+02   0.475549E+01   0.738644E-06   0.298060E-03   0.738644E-06   0.226252E-07
   227   0.430359E+04   0.834165E+02   0.295447E-03   0.834165E+02   0.491332E+01   0.755982E-06   0.295447E-03   0.755982E-06   0.225231E-07
   228   0.427850E+04   0.846883E+02   0.292864E-03   0.846883E+02   0.507400E+01   0.773291E-06   0.292864E-03   0.773291E-06   0.224217E-07
   229   0.425298E+04   0.859302E+02   0.290308E-03   0.859302E+02   0.523752E+01   0.790561E-06   0.290308E-03   0.790561E-06   0.223211E-07
   230   0.422704E+04   0.871411E+02   0.287781E-03   0.871411E+02   0.540387E+01   0.807785E-06   0.287781E-03   0.807785E-06   0.222211E-07
   231   0.420069E+04   0.883201E+02   0.285281E-03   0.883201E+02   0.557299E+01   0.824953E-06   0.285281E-03   0.824953E-06   0.221219E-07
   232   0.417397E+04   0.894661E+02   0.282809E-03   0.894661E+02   0.574487E+01   0.842056E-06   0.282809E-03   0.842056E-06   0.220233E-07
   233   0.414686E+04   0.905781E+02   0.280363E-03   0.905781E+02   0.591949E+01   0.859086E-06   0.280363E-03   0.859086E-06   0.219254E-07
   234   0.411939E+04   0.916551E+02   0.277944E-03   0.916551E+02   0.609683E+01   0.876034E-06   0.277944E-03   0.876034E-06   0.218282E-07
   235   0.409158E+04   0.926960E+02   0.275551E-03   0.926960E+02   0.627685E+01   0.892890E-06   0.275551E-03   0.892890E-06   0.217317E-07
   236   0.406343E+04   0.936999E+02   0.273184E-03   0.936999E+02   0.645953E+01   0.909647E-06   0.273184E-03   0.909647E-06   0.216358E-07
   237   0.403496E+04   0.946656E+02   0.270842E-03   0.946656E+02   0.664483E+01   0.926294E-06   0.270842E-03   0.926294E-06   0.215406E-07
   238   0.400619E+04   0.955921E+02   0.268525E-03   0.955921E+02   0.683273E+01   0.942824E-06   0.268525E-03   0.942824E-06   0.214460E-07
   239   0.397713E+04   0.964784E+02   0.266233E-03   0.964784E+02   0.702318E+01   0.959228E-06   0.266233E-03   0.959228E-06   0.213521E-07
   240   0.394780E+04   0.973234E+02   0.263965E-03   0.973234E+02   0.721617E+01   0.975496E-06   0.263965E-03   0.975496E-06   0.212588E-07
   241   0.391821E+04   0.981261E+02   0.261721E-03   0.981261E+02   0.741167E+01   0.991620E-06   0.261721E-03   0.991620E-06   0.211662E-07
   242   0.388838E+04   0.988854E+02   0.259500E-03   0.988854E+02   0.760963E+01   0.100759E-05   0.259500E-03   0.100759E-05   0.210741E-07
   243   0.385833E+04   0.996001E+02   0.257303E-03   0.996001E+02   0.781003E+01   0.102340E-05   0.257303E-03   0.102340E-05   0.209827E-07
   244   0.382806E+04   0.100269E+03   0.255128E-03   0.100269E+03   0.801282E+01   0.103904E-05   0.255128E-03   0.103904E-05   0.208918E-07
   245   0.379761E+04   0.100892E+03   0.252976E-03   0.100892E+03   0.821798E+01   0.105450E-05   0.252976E-03   0.105450E-05   0.208016E-07
   246   0.376698E+04   0.101468E+03   0.250845E-03   0.101468E+03   0.842545E+01   0.106977E-05   0.250845E-03   0.106977E-05   0.207119E-07
   247   0.373620E+04   0.101994E+03   0.248737E-03   0.101994E+03   0.863521E+01   0.108484E-05   0.248737E-03   0.108484E-05   0.206229E-07
   248   0.370529E+04   0.102471E+03   0.246649E-03   0.102471E+03   0.884722E+01   0.109971E-05   0.246649E-03   0.109971E-05   0.205343E-07
   249   0.367425E+04   0.102898E+03   0.244582E-03   0.102898E+03   0.906143E+01   0.111436E-05   0.244582E-03   0.111436E-05   0.204464E-07
   250   0.364312E+04   0.103273E+03   0.242536E-03   0.103273E+03   0.927782E+01   0.112879E-05   0.242536E-03   0.112879E-05   0.203590E-07
   251   0.361189E+04   0.103595E+03   0.240510E-03   0.103595E+03   0.949631E+01   0.114299E-05   0.240510E-03   0.114299E-05   0.202722E-07
   252   0.358058E+04   0.103864E+03   0.238504E-03   0.103864E+03   0.971682E+01   0.115696E-05   0.238504E-03   0.115696E-05   0.201859E-07
   253   0.354918E+04   0.104081E+03   0.236517E-03   0.104081E+03   0.993924E+01   0.117070E-05   0.236517E-03   0.117070E-05   0.201002E-07
   254   0.351773E+04   0.104245E+03   0.234551E-03   0.104245E+03   0.101635E+02   0.118421E-05   0.234551E-03   0.118421E-05   0.200150E-07
   255   0.348620E+04   0.104358E+03   0.232603E-03   0.104358E+03   0.103894E+02   0.119749E-05   0.232603E-03   0.119749E-05   0.199303E-07
   256   0.345462E+04   0.104419E+03   0.230675E-03   0.104419E+03   0.106170E+02   0.121055E-05   0.230675E-03   0.121055E-05   0.198462E-07
   257   0.342299E+04   0.104428E+03   0.228765E-03   0.104428E+03   0.108460E+02   0.122338E-05   0.228765E-03   0.122338E-05   0.197626E-07
   258   0.339134E+04   0.104386E+03   0.226875E-03   0.104386E+03   0.110765E+02   0.123599E-05   0.226875E-03   0.123599E-05   0.196795E-07
   259   0.335967E+04   0.104293E+03   0.225003E-03   0.104293E+03   0.113082E+02   0.124838E-05   0.225003E-03   0.124838E-05   0.195969E-07
   260   0.332800E+04   0.104150E+03   0.223150E-03   0.104150E+03   0.115411E+02   0.126055E-05   0.223150E-03   0.126055E-05   0.195149E-07
   261   0.329635E+04   0.103957E+03   0.221314E-03   0.103957E+03   0.117751E+02   0.127250E-05   0.221314E-03   0.127250E-05   0.194334E-07
   262   0.326474E+04   0.103713E+03   0.219497E-03   0.103713E+03   0.120100E+02   0.128424E-05   0.219497E-03   0.128424E-05   0.193523E-07
   263   0.323318E+04   0.103421E+03   0.217698E-03   0.103421E+03   0.122458E+02   0.129575E-05   0.217698E-03   0.129575E-05   0.192718E-07
   264   0.320168E+04   0.103079E+03   0.215917E-03   0.103079E+03   0.124823E+02   0.130706E-05   0.215917E-03   0.130706E-05   0.191917E-07
   265   0.317024E+04   0.102689E+03   0.214153E-03   0.102689E+03   0.127195E+02   0.131815E-05   0.214153E-03   0.131815E-05   0.191122E-07
   266   0.313887E+04   0.102251E+03   0.212406E-03   0.102251E+03   0.129571E+02   0.132903E-05   0.212406E-03   0.132903E-05   0.190331E-07
   267   0.310759E+04   0.101763E+03   0.210676E-03   0.101763E+03   0.131951E+02   0.133970E-05   0.210676E-03   0.133970E-05   0.189546E-07
   268   0.307641E+04   0.101228E+03   0.208964E-03   0.101228E+03   0.134333E+02   0.135016E-05   0.208964E-03   0.135016E-05   0.188765E-07
   269   0.304533E+04   0.100646E+03   0.207268E-03   0.100646E+03   0.136717E+02   0.136042E-05   0.207268E-03   0.136042E-05   0.187989E-07
   270   0.301435E+04   0.100016E+03   0.205589E-03   0.100016E+03   0.139101E+02   0.137047E-05   0.205589E-03   0.137047E-05   0.187217E-07
   271   0.298351E+04   0.993385E+02   0.203926E-03   0.993385E+02   0.141484E+02   0.138031E-05   0.203926E-03   0.138031E-05   0.186450E-07
   272   0.295280E+04   0.986151E+02   0.202279E-03   0.986151E+02   0.143865E+02   0.138996E-05   0.202279E-03   0.138996E-05   0.185688E-07
   273   0.292225E+04   0.978450E+02   0.200649E-03   0.978450E+02   0.146242E+02   0.139940E-05   0.200649E-03   0.139940E-05   0.184931E-07
   274   0.289186E+04   0.970301E+02   0.199034E-03   0.970301E+02   0.148614E+02   0.140864E-05   0.199034E-03   0.140864E-05   0.184178E-07
   275   0.286164E+04   0.961691E+02   0.197435E-03   0.961691E+02   0.150979E+02   0.141768E-05   0.197435E-03   0.141768E-05   0.183429E-07
   276   0.283162E+04   0.952638E+02   0.195852E-03   0.952638E+02   0.153338E+02   0.142652E-05   0.195852E-03   0.142652E-05   0.182685E-07
   277   0.280181E+04   0.943136E+02   0.194283E-03   0.943136E+02   0.155687E+02   0.143517E-05   0.194283E-03   0.143517E-05   0.181946E-07
   278   0.277222E+04   0.933188E+02   0.192730E-03   0.933188E+02   0.158027E+02   0.144363E-05   0.192730E-03   0.144363E-05   0.181210E-07
   279   0.274286E+04   0.922811E+02   0.191192E-03   0.922811E+02   0.160354E+02   0.145189E-05   0.191192E-03   0.145189E-05   0.180480E-07
   280   0.271375E+04   0.912001E+02   0.189668E-03   0.912001E+02   0.162669E+02   0.145996E-05   0.189668E-03   0.145996E-05   0.179753E-07
   281   0.268490E+04   0.900767E+02   0.188160E-03   0.900767E+02   0.164970E+02   0.146784E-05   0.188160E-03   0.146784E-05   0.179031E-07
   282   0.265632E+04   0.889112E+02   0.186665E-03   0.889112E+02   0.167255E+02   0.147553E-05   0.186665E-03   0.147553E-05   0.178313E-07
   283   0.262803E+04   0.877038E+02   0.185185E-03   0.877038E+02   0.169523E+02   0.148304E-05   0.185185E-03   0.148304E-05   0.177599E-07
   284   0.260003E+04   0.864548E+02   0.183718E-03   0.864548E+02   0.171773E+02   0.149035E-05   0.183718E-03   0.149035E-05   0.176889E-07
   285   0.257235E+04   0.851652E+02   0.182266E-03   0.851652E+02   0.174003E+02   0.149749E-05   0.182266E-03   0.149749E-05   0.176184E-07
   286   0.254498E+04   0.838359E+02   0.180827E-03   0.838359E+02   0.176212E+02   0.150444E-05   0.180827E-03   0.150444E-05   0.175482E-07
   287   0.251797E+04   0.824673E+02   0.179401E-03   0.824673E+02   0.178397E+02   0.151121E-05   0.179401E-03   0.151121E-05   0.174785E-07
   288   0.249131E+04   0.810587E+02   0.177989E-03   0.810587E+02   0.180559E+02   0.151780E-05   0.177989E-03   0.151780E-05   0.174091E-07
   289   0.246501E+04   0.796128E+02   0.176590E-03   0.796128E+02   0.182695E+02   0.152421E-05   0.176590E-03   0.152421E-05   0.173402E-07
   290   0.243910E+04   0.781282E+02   0.175203E-03   0.781282E+02   0.184804E+02   0.153044E-05   0.175203E-03   0.153044E-05   0.172716E-07
   291   0.241358E+04   0.766067E+02   0.173830E-03   0.766067E+02   0.186885E+02   0.153649E-05   0.173830E-03   0.153649E-05   0.172034E-07
   292   0.238847E+04   0.750485E+02   0.172469E-03   0.750485E+02   0.188934E+02   0.154238E-05   0.172469E-03   0.154238E-05   0.171356E-07
   293   0.236378E+04   0.734547E+02   0.171120E-03   0.734547E+02   0.190953E+02   0.154808E-05   0.171120E-03   0.154808E-05   0.170682E-07
   294   0.233952E+04   0.718247E+02   0.169783E-03   0.718247E+02   0.192938E+02   0.155362E-05   0.169783E-03   0.155362E-05   0.170011E-07
   295   0.231571E+04   0.701602E+02   0.168459E-03   0.701602E+02   0.194888E+02   0.155899E-05   0.168459E-03   0.155899E-05   0.169344E-07
   296   0.229235E+04   0.684616E+02   0.167146E-03   0.684616E+02   0.196802E+02   0.156418E-05   0.167146E-03   0.156418E-05   0.168681E-07
   297   0.226946E+04   0.667283E+02   0.165845E-03   0.667283E+02   0.198677E+02   0.156921E-05   0.165845E-03   0.156921E-05   0.168021E-07
   298   0.224705E+04   0.649621E+02   0.164555E-03   0.649621E+02   0.200513E+02   0.157408E-05   0.164555E-03   0.157408E-05   0.167365E-07
   299   0.222514E+04   0.631639E+02   0.163276E-03   0.631639E+02   0.202307E+02   0.157878E-05   0.163276E-03   0.157878E-05   0.166713E-07
   300   0.220374E+04   0.613340E+02   0.162008E-03   0.613340E+02   0.204058E+02   0.158331E-05   0.162008E-03   0.158331E-05   0.166064E-07
   301   0.218287E+04   0.594734E+02   0.160752E-03   0.594734E+02   0.205766E+02   0.158769E-05   0.160752E-03   0.158769E-05   0.165418E-07
   302   0.216252E+04   0.575833E+02   0.159506E-03   0.575833E+02   0.207428E+02   0.159190E-05   0.159506E-03   0.159190E-05   0.164776E-07
   303   0.214271E+04   0.556648E+02   0.158270E-03   0.556648E+02   0.209046E+02   0.159594E-05   0.158270E-03   0.159594E-05   0.164137E-07
   304   0.212342E+04   0.537190E+02   0.157046E-03   0.537190E+02   0.210619E+02   0.159983E-05   0.157046E-03   0.159983E-05   0.163502E-07
   305   0.210466E+04   0.517464E+02   0.155832E-03   0.517464E+02   0.212146E+02   0.160355E-05   0.155832E-03   0.160355E-05   0.162869E-07
   306   0.208643E+04   0.497481E+02   0.154629E-03   0.497481E+02   0.213629E+02   0.160710E-05   0.154629E-03   0.160710E-05   0.162241E-07
   307   0.206874E+04   0.477253E+02   0.153436E-03   0.477253E+02   0.215065E+02   0.161049E-05   0.153436E-03   0.161049E-05   0.161615E-07
   308   0.205157E+04   0.456791E+02   0.152254E-03   0.456791E+02   0.216456E+02   0.161371E-05   0.152254E-03   0.161371E-05   0.160993E-07
   309   0.203493E+04   0.436107E+02   0.151082E-03   0.436107E+02   0.217800E+02   0.161676E-05   0.151082E-03   0.161676E-05   0.160374E-07
   310   0.201881E+04   0.415213E+02   0.149921E-03   0.415213E+02   0.219097E+02   0.161965E-05   0.149921E-03   0.161965E-05   0.159758E-07
   311   0.200322E+04   0.394105E+02   0.148770E-03   0.394105E+02   0.220347E+02   0.162237E-05   0.148770E-03   0.162237E-05   0.159146E-07
   312   0.198814E+04   0.372810E+02   0.147630E-03   0.372810E+02   0.221550E+02   0.162492E-05   0.147630E-03   0.162492E-05   0.158537E-07
   313   0.197359E+04   0.351331E+02   0.146499E-03   0.351331E+02   0.222706E+02   0.162729E-05   0.146499E-03   0.162729E-05   0.157931E-07
   314   0.195957E+04   0.329681E+02   0.145379E-03   0.329681E+02   0.223813E+02   0.162950E-05   0.145379E-03   0.162950E-05   0.157328E-07
   315   0.194605E+04   0.307870E+02   0.144269E-03   0.307870E+02   0.224872E+02   0.163154E-05   0.144269E-03   0.163154E-05   0.156728E-07
   316   0.193306E+04   0.285911E+02   0.143170E-03   0.285911E+02   0.225882E+02   0.163340E-05   0.143170E-03   0.163340E-05   0.156131E-07
   317   0.192059E+04   0.263822E+02   0.142080E-03   0.263822E+02   0.226843E+02   0.163510E-05   0.142080E-03   0.163510E-05   0.155538E-07
   318   0.190864E+04   0.241608E+02   0.141001E-03   0.241608E+02   0.227755E+02   0.163662E-05   0.141001E-03   0.163662E-05   0.154947E-07
