#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  1964   0.397956E+03  -0.207904E+02  -0.131653E-05  -0.207904E+02   0.757633E+01   0.107180E-06  -0.131653E-05   0.107180E-06   0.142569E-08
  1965   0.397827E+03  -0.204909E+02  -0.130498E-05  -0.204909E+02   0.751521E+01   0.985862E-07  -0.130498E-05   0.985862E-07   0.142368E-08
  1966   0.397680E+03  -0.201896E+02  -0.129121E-05  -0.201896E+02   0.745570E+01   0.899034E-07  -0.129121E-05   0.899034E-07   0.142168E-08
  1967   0.397515E+03  -0.198866E+02  -0.127513E-05  -0.198866E+02   0.739770E+01   0.811407E-07  -0.127513E-05   0.811407E-07   0.141968E-08
  1968   0.397329E+03  -0.195819E+02  -0.125668E-05  -0.195819E+02   0.734134E+01   0.723076E-07  -0.125668E-05   0.723076E-07   0.141769E-08
  1969   0.397126E+03  -0.192757E+02  -0.123578E-05  -0.192757E+02   0.728645E+01   0.634134E-07  -0.123578E-05   0.634134E-07   0.141570E-08
  1970   0.396904E+03  -0.189681E+02  -0.121238E-05  -0.189681E+02   0.723323E+01   0.544673E-07  -0.121238E-05   0.544673E-07   0.141371E-08
  1971   0.396663E+03  -0.186592E+02  -0.118639E-05  -0.186592E+02   0.718160E+01   0.454787E-07  -0.118639E-05   0.454787E-07   0.141172E-08
  1972   0.396404E+03  -0.183490E+02  -0.115775E-05  -0.183490E+02   0.713151E+01   0.364568E-07  -0.115775E-05   0.364568E-07   0.140974E-08
  1973   0.396126E+03  -0.180377E+02  -0.112639E-05  -0.180377E+02   0.708297E+01   0.274110E-07  -0.112639E-05   0.274110E-07   0.140776E-08
  1974   0.395830E+03  -0.177254E+02  -0.109224E-05  -0.177254E+02   0.703601E+01   0.183506E-07  -0.109224E-05   0.183506E-07   0.140578E-08
  1975   0.395515E+03  -0.174122E+02  -0.105522E-05  -0.174122E+02   0.699063E+01   0.928483E-08  -0.105522E-05   0.928483E-08   0.140380E-08
  1976   0.395182E+03  -0.170981E+02  -0.101527E-05  -0.170981E+02   0.694686E+01   0.223036E-09  -0.101527E-05   0.223036E-09   0.140183E-08
  1977   0.394830E+03  -0.167833E+02  -0.972314E-06  -0.167833E+02   0.690463E+01  -0.882548E-08  -0.972314E-06  -0.882548E-08   0.139986E-08
  1978   0.394460E+03  -0.164680E+02  -0.926286E-06  -0.164680E+02   0.686390E+01  -0.178514E-07  -0.926286E-06  -0.178514E-07   0.139790E-08
  1979   0.394072E+03  -0.161522E+02  -0.877116E-06  -0.161522E+02   0.682489E+01  -0.268455E-07  -0.877116E-06  -0.268455E-07   0.139594E-08
  1980   0.393665E+03  -0.158360E+02  -0.824732E-06  -0.158360E+02   0.678734E+01  -0.357984E-07  -0.824732E-06  -0.357984E-07   0.139398E-08
  1981   0.393240E+03  -0.155196E+02  -0.769064E-06  -0.155196E+02   0.675146E+01  -0.447007E-07  -0.769064E-06  -0.447007E-07   0.139202E-08
  1982   0.392797E+03  -0.152031E+02  -0.710042E-06  -0.152031E+02   0.671716E+01  -0.535433E-07  -0.710042E-06  -0.535433E-07   0.139007E-08
  1983   0.392336E+03  -0.148867E+02  -0.647596E-06  -0.148867E+02   0.668440E+01  -0.623168E-07  -0.647596E-06  -0.623168E-07   0.138812E-08
  1984   0.391857E+03  -0.145704E+02  -0.581656E-06  -0.145704E+02   0.665334E+01  -0.710119E-07  -0.581656E-06  -0.710119E-07   0.138617E-08
  1985   0.391360E+03  -0.142544E+02  -0.512152E-06  -0.142544E+02   0.662385E+01  -0.796194E-07  -0.512152E-06  -0.796194E-07   0.138422E-08
  1986   0.390845E+03  -0.139388E+02  -0.439013E-06  -0.139388E+02   0.659594E+01  -0.881298E-07  -0.439013E-06  -0.881298E-07   0.138228E-08
  1987   0.390312E+03  -0.136237E+02  -0.362170E-06  -0.136237E+02   0.656972E+01  -0.965339E-07  -0.362170E-06  -0.965339E-07   0.138034E-08
  1988   0.389761E+03  -0.133094E+02  -0.281552E-06  -0.133094E+02   0.654510E+01  -0.104822E-06  -0.281552E-06  -0.104822E-06   0.137841E-08
  1989   0.389192E+03  -0.129958E+02  -0.197089E-06  -0.129958E+02   0.652213E+01  -0.112986E-06  -0.197089E-06  -0.112986E-06   0.137647E-08
  1990   0.388606E+03  -0.126832E+02  -0.108711E-06  -0.126832E+02   0.650072E+01  -0.121015E-06  -0.108711E-06  -0.121015E-06   0.137454E-08
  1991   0.388002E+03  -0.123716E+02  -0.163479E-07  -0.123716E+02   0.648099E+01  -0.128901E-06  -0.163479E-07  -0.128901E-06   0.137262E-08
  1992   0.387380E+03  -0.120612E+02   0.800705E-07  -0.120612E+02   0.646286E+01  -0.136634E-06   0.800705E-07  -0.136634E-06   0.137069E-08
  1993   0.386740E+03  -0.117522E+02   0.180614E-06  -0.117522E+02   0.644638E+01  -0.144205E-06   0.180614E-06  -0.144205E-06   0.136877E-08
  1994   0.386083E+03  -0.114446E+02   0.285354E-06  -0.114446E+02   0.643159E+01  -0.151604E-06   0.285354E-06  -0.151604E-06   0.136685E-08
  1995   0.385408E+03  -0.111387E+02   0.394359E-06  -0.111387E+02   0.641841E+01  -0.158823E-06   0.394359E-06  -0.158823E-06   0.136494E-08
  1996   0.384716E+03  -0.108346E+02   0.507701E-06  -0.108346E+02   0.640681E+01  -0.165852E-06   0.507701E-06  -0.165852E-06   0.136302E-08
  1997   0.384007E+03  -0.105323E+02   0.625448E-06  -0.105323E+02   0.639692E+01  -0.172681E-06   0.625448E-06  -0.172681E-06   0.136111E-08
  1998   0.383279E+03  -0.102322E+02   0.747671E-06  -0.102322E+02   0.638873E+01  -0.179302E-06   0.747671E-06  -0.179302E-06   0.135921E-08
  1999   0.382535E+03  -0.993418E+01   0.874441E-06  -0.993418E+01   0.638213E+01  -0.185705E-06   0.874441E-06  -0.185705E-06   0.135730E-08
  2000   0.381772E+03  -0.963858E+01   0.100583E-05  -0.963858E+01   0.637718E+01  -0.191880E-06   0.100583E-05  -0.191880E-06   0.135540E-08
  2001   0.380993E+03  -0.934542E+01   0.114183E-05  -0.934542E+01   0.637393E+01  -0.197821E-06   0.114183E-05  -0.197821E-06   0.135350E-08
  2002   0.380197E+03  -0.905487E+01   0.128214E-05  -0.905487E+01   0.637235E+01  -0.203528E-06   0.128214E-05  -0.203528E-06   0.135161E-08
  2003   0.379384E+03  -0.876686E+01   0.142639E-05  -0.876686E+01   0.637238E+01  -0.209001E-06   0.142639E-05  -0.209001E-06   0.134971E-08
  2004   0.378554E+03  -0.848140E+01   0.157420E-05  -0.848140E+01   0.637398E+01  -0.214244E-06   0.157420E-05  -0.214244E-06   0.134782E-08
  2005   0.377708E+03  -0.819855E+01   0.172521E-05  -0.819855E+01   0.637727E+01  -0.219259E-06   0.172521E-05  -0.219259E-06   0.134594E-08
  2006   0.376846E+03  -0.791834E+01   0.187904E-05  -0.791834E+01   0.638206E+01  -0.224046E-06   0.187904E-05  -0.224046E-06   0.134405E-08
  2007   0.375967E+03  -0.764084E+01   0.203531E-05  -0.764084E+01   0.638843E+01  -0.228609E-06   0.203531E-05  -0.228609E-06   0.134217E-08
  2008   0.375073E+03  -0.736598E+01   0.219364E-05  -0.736598E+01   0.639637E+01  -0.232949E-06   0.219364E-05  -0.232949E-06   0.134029E-08
  2009   0.374164E+03  -0.709383E+01   0.235368E-05  -0.709383E+01   0.640581E+01  -0.237069E-06   0.235368E-05  -0.237069E-06   0.133842E-08
  2010   0.373239E+03  -0.682441E+01   0.251503E-05  -0.682441E+01   0.641680E+01  -0.240969E-06   0.251503E-05  -0.240969E-06   0.133654E-08
  2011   0.372299E+03  -0.655772E+01   0.267734E-05  -0.655772E+01   0.642922E+01  -0.244653E-06   0.267734E-05  -0.244653E-06   0.133467E-08
  2012   0.371344E+03  -0.629383E+01   0.284022E-05  -0.629383E+01   0.644309E+01  -0.248122E-06   0.284022E-05  -0.248122E-06   0.133280E-08
  2013   0.370374E+03  -0.603276E+01   0.300330E-05  -0.603276E+01   0.645838E+01  -0.251378E-06   0.300330E-05  -0.251378E-06   0.133094E-08
  2014   0.369389E+03  -0.577458E+01   0.316620E-05  -0.577458E+01   0.647512E+01  -0.254423E-06   0.316620E-05  -0.254423E-06   0.132908E-08
  2015   0.368391E+03  -0.551930E+01   0.332856E-05  -0.551930E+01   0.649327E+01  -0.257259E-06   0.332856E-05  -0.257259E-06   0.132722E-08
  2016   0.367378E+03  -0.526700E+01   0.349000E-05  -0.526700E+01   0.651285E+01  -0.259888E-06   0.349000E-05  -0.259888E-06   0.132536E-08
  2017   0.366353E+03  -0.501775E+01   0.365015E-05  -0.501775E+01   0.653375E+01  -0.262312E-06   0.365015E-05  -0.262312E-06   0.132351E-08
  2018   0.365313E+03  -0.477156E+01   0.380862E-05  -0.477156E+01   0.655600E+01  -0.264533E-06   0.380862E-05  -0.264533E-06   0.132166E-08
  2019   0.364261E+03  -0.452851E+01   0.396506E-05  -0.452851E+01   0.657964E+01  -0.266553E-06   0.396506E-05  -0.266553E-06   0.131981E-08
  2020   0.363195E+03  -0.428868E+01   0.411908E-05  -0.428868E+01   0.660455E+01  -0.268374E-06   0.411908E-05  -0.268374E-06   0.131797E-08
  2021   0.362117E+03  -0.405200E+01   0.427030E-05  -0.405200E+01   0.663082E+01  -0.269997E-06   0.427030E-05  -0.269997E-06   0.131612E-08
  2022   0.361028E+03  -0.381863E+01   0.441837E-05  -0.381863E+01   0.665831E+01  -0.271426E-06   0.441837E-05  -0.271426E-06   0.131428E-08
  2023   0.359926E+03  -0.358863E+01   0.456289E-05  -0.358863E+01   0.668709E+01  -0.272661E-06   0.456289E-05  -0.272661E-06   0.131245E-08
  2024   0.358813E+03  -0.336196E+01   0.470351E-05  -0.336196E+01   0.671712E+01  -0.273705E-06   0.470351E-05  -0.273705E-06   0.131061E-08
  2025   0.357688E+03  -0.313867E+01   0.483984E-05  -0.313867E+01   0.674835E+01  -0.274560E-06   0.483984E-05  -0.274560E-06   0.130878E-08
  2026   0.356552E+03  -0.291893E+01   0.497151E-05  -0.291893E+01   0.678078E+01  -0.275227E-06   0.497151E-05  -0.275227E-06   0.130695E-08
  2027   0.355405E+03  -0.270267E+01   0.509815E-05  -0.270267E+01   0.681438E+01  -0.275710E-06   0.509815E-05  -0.275710E-06   0.130513E-08
  2028   0.354247E+03  -0.248996E+01   0.521938E-05  -0.248996E+01   0.684912E+01  -0.276008E-06   0.521938E-05  -0.276008E-06   0.130330E-08
  2029   0.353079E+03  -0.228089E+01   0.533483E-05  -0.228089E+01   0.688499E+01  -0.276126E-06   0.533483E-05  -0.276126E-06   0.130148E-08
  2030   0.351901E+03  -0.207554E+01   0.544413E-05  -0.207554E+01   0.692197E+01  -0.276064E-06   0.544413E-05  -0.276064E-06   0.129966E-08
  2031   0.350714E+03  -0.187391E+01   0.554689E-05  -0.187391E+01   0.696004E+01  -0.275824E-06   0.554689E-05  -0.275824E-06   0.129785E-08
  2032   0.349517E+03  -0.167615E+01   0.564276E-05  -0.167615E+01   0.699916E+01  -0.275409E-06   0.564276E-05  -0.275409E-06   0.129604E-08
  2033   0.348311E+03  -0.148227E+01   0.573135E-05  -0.148227E+01   0.703933E+01  -0.274821E-06   0.573135E-05  -0.274821E-06   0.129423E-08
  2034   0.347097E+03  -0.129234E+01   0.581229E-05  -0.129234E+01   0.708052E+01  -0.274061E-06   0.581229E-05  -0.274061E-06   0.129242E-08
  2035   0.345874E+03  -0.110638E+01   0.588521E-05  -0.110638E+01   0.712271E+01  -0.273131E-06   0.588521E-05  -0.273131E-06   0.129062E-08
  2036   0.344643E+03  -0.924537E+00   0.594973E-05  -0.924537E+00   0.716586E+01  -0.272034E-06   0.594973E-05  -0.272034E-06   0.128882E-08
  2037   0.343404E+03  -0.746740E+00   0.600547E-05  -0.746740E+00   0.720995E+01  -0.270772E-06   0.600547E-05  -0.270772E-06   0.128702E-08
  2038   0.342157E+03  -0.573218E+00   0.605208E-05  -0.573218E+00   0.725497E+01  -0.269345E-06   0.605208E-05  -0.269345E-06   0.128522E-08
  2039   0.340904E+03  -0.403902E+00   0.608916E-05  -0.403902E+00   0.730088E+01  -0.267757E-06   0.608916E-05  -0.267757E-06   0.128343E-08
  2040   0.339644E+03  -0.238946E+00   0.611635E-05  -0.238946E+00   0.734765E+01  -0.266009E-06   0.611635E-05  -0.266009E-06   0.128164E-08
  2041   0.338376E+03  -0.783535E-01   0.613328E-05  -0.783535E-01   0.739526E+01  -0.264104E-06   0.613328E-05  -0.264104E-06   0.127985E-08
  2042   0.337103E+03   0.777949E-01   0.613956E-05   0.777949E-01   0.744368E+01  -0.262043E-06   0.613956E-05  -0.262043E-06   0.127806E-08
  2043   0.335824E+03   0.229420E+00   0.613484E-05   0.229420E+00   0.749290E+01  -0.259828E-06   0.613484E-05  -0.259828E-06   0.127628E-08
  2044   0.334540E+03   0.376444E+00   0.611872E-05   0.376444E+00   0.754288E+01  -0.257461E-06   0.611872E-05  -0.257461E-06   0.127450E-08
  2045   0.333251E+03   0.518785E+00   0.609084E-05   0.518785E+00   0.759360E+01  -0.254944E-06   0.609084E-05  -0.254944E-06   0.127272E-08
  2046   0.331957E+03   0.656441E+00   0.605083E-05   0.656441E+00   0.764503E+01  -0.252279E-06   0.605083E-05  -0.252279E-06   0.127095E-08
  2047   0.330659E+03   0.789181E+00   0.599830E-05   0.789181E+00   0.769714E+01  -0.249469E-06   0.599830E-05  -0.249469E-06   0.126918E-08
  2048   0.329357E+03   0.917003E+00   0.593289E-05   0.917003E+00   0.774992E+01  -0.246514E-06   0.593289E-05  -0.246514E-06   0.126741E-08
  2049   0.328052E+03   0.103983E+01   0.585423E-05   0.103983E+01   0.780333E+01  -0.243418E-06   0.585423E-05  -0.243418E-06   0.126564E-08
  2050   0.326745E+03   0.115764E+01   0.576193E-05   0.115764E+01   0.785735E+01  -0.240181E-06   0.576193E-05  -0.240181E-06   0.126388E-08
  2051   0.325434E+03   0.127032E+01   0.565581E-05   0.127032E+01   0.791193E+01  -0.236808E-06   0.565581E-05  -0.236808E-06   0.126212E-08
  2052   0.324121E+03   0.137793E+01   0.553633E-05   0.137793E+01   0.796707E+01  -0.233304E-06   0.553633E-05  -0.233304E-06   0.126036E-08
  2053   0.322805E+03   0.148049E+01   0.540416E-05   0.148049E+01   0.802275E+01  -0.229679E-06   0.540416E-05  -0.229679E-06   0.125860E-08
  2054   0.321487E+03   0.157793E+01   0.525995E-05   0.157793E+01   0.807895E+01  -0.225940E-06   0.525995E-05  -0.225940E-06   0.125685E-08
  2055   0.320168E+03   0.167042E+01   0.510436E-05   0.167042E+01   0.813565E+01  -0.222096E-06   0.510436E-05  -0.222096E-06   0.125510E-08
  2056   0.318846E+03   0.175782E+01   0.493804E-05   0.175782E+01   0.819284E+01  -0.218154E-06   0.493804E-05  -0.218154E-06   0.125335E-08
  2057   0.317523E+03   0.184030E+01   0.476166E-05   0.184030E+01   0.825051E+01  -0.214124E-06   0.476166E-05  -0.214124E-06   0.125160E-08
  2058   0.316199E+03   0.191773E+01   0.457585E-05   0.191773E+01   0.830864E+01  -0.210012E-06   0.457585E-05  -0.210012E-06   0.124986E-08
  2059   0.314873E+03   0.199019E+01   0.438129E-05   0.199019E+01   0.836719E+01  -0.205827E-06   0.438129E-05  -0.205827E-06   0.124812E-08
  2060   0.313547E+03   0.205777E+01   0.417863E-05   0.205777E+01   0.842618E+01  -0.201577E-06   0.417863E-05  -0.201577E-06   0.124638E-08
  2061   0.312219E+03   0.212033E+01   0.396852E-05   0.212033E+01   0.848556E+01  -0.197271E-06   0.396852E-05  -0.197271E-06   0.124465E-08
  2062   0.310892E+03   0.217805E+01   0.375162E-05   0.217805E+01   0.854533E+01  -0.192916E-06   0.375162E-05  -0.192916E-06   0.124291E-08
  2063   0.309563E+03   0.223078E+01   0.352858E-05   0.223078E+01   0.860545E+01  -0.188520E-06   0.352858E-05  -0.188520E-06   0.124118E-08
  2064   0.308235E+03   0.227862E+01   0.330006E-05   0.227862E+01   0.866593E+01  -0.184093E-06   0.330006E-05  -0.184093E-06   0.123946E-08
  2065   0.306908E+03   0.232164E+01   0.306672E-05   0.232164E+01   0.872673E+01  -0.179641E-06   0.306672E-05  -0.179641E-06   0.123773E-08
  2066   0.305581E+03   0.235973E+01   0.282920E-05   0.235973E+01   0.878783E+01  -0.175174E-06   0.282920E-05  -0.175174E-06   0.123601E-08
  2067   0.304255E+03   0.239304E+01   0.258818E-05   0.239304E+01   0.884922E+01  -0.170698E-06   0.258818E-05  -0.170698E-06   0.123429E-08
  2068   0.302930E+03   0.242144E+01   0.234430E-05   0.242144E+01   0.891086E+01  -0.166223E-06   0.234430E-05  -0.166223E-06   0.123257E-08
  2069   0.301606E+03   0.244509E+01   0.209821E-05   0.244509E+01   0.897274E+01  -0.161756E-06   0.209821E-05  -0.161756E-06   0.123085E-08
  2070   0.300284E+03   0.246392E+01   0.185058E-05   0.246392E+01   0.903485E+01  -0.157306E-06   0.185058E-05  -0.157306E-06   0.122914E-08
  2071   0.298964E+03   0.247797E+01   0.160206E-05   0.247797E+01   0.909714E+01  -0.152880E-06   0.160206E-05  -0.152880E-06   0.122743E-08
  2072   0.297645E+03   0.248723E+01   0.135331E-05   0.248723E+01   0.915960E+01  -0.148487E-06   0.135331E-05  -0.148487E-06   0.122572E-08
  2073   0.296330E+03   0.249173E+01   0.110497E-05   0.249173E+01   0.922221E+01  -0.144136E-06   0.110497E-05  -0.144136E-06   0.122402E-08
  2074   0.295016E+03   0.249155E+01   0.857716E-06   0.249155E+01   0.928494E+01  -0.139833E-06   0.857716E-06  -0.139833E-06   0.122232E-08
  2075   0.293707E+03   0.248663E+01   0.612192E-06   0.248663E+01   0.934777E+01  -0.135588E-06   0.612192E-06  -0.135588E-06   0.122062E-08
  2076   0.292399E+03   0.247706E+01   0.369057E-06   0.247706E+01   0.941067E+01  -0.131408E-06   0.369057E-06  -0.131408E-06   0.121892E-08
  2077   0.291095E+03   0.246279E+01   0.128966E-06   0.246279E+01   0.947362E+01  -0.127301E-06   0.128966E-06  -0.127301E-06   0.121722E-08
  2078   0.289795E+03   0.244382E+01  -0.107425E-06   0.244382E+01   0.953659E+01  -0.123276E-06  -0.107425E-06  -0.123276E-06   0.121553E-08
  2079   0.288500E+03   0.242024E+01  -0.339461E-06   0.242024E+01   0.959956E+01  -0.119341E-06  -0.339461E-06  -0.119341E-06   0.121384E-08
  2080   0.287209E+03   0.239200E+01  -0.566485E-06   0.239200E+01   0.966250E+01  -0.115504E-06  -0.566485E-06  -0.115504E-06   0.121215E-08
  2081   0.285923E+03   0.235919E+01  -0.787842E-06   0.235919E+01   0.972538E+01  -0.111773E-06  -0.787842E-06  -0.111773E-06   0.121046E-08
  2082   0.284642E+03   0.232174E+01  -0.100288E-05   0.232174E+01   0.978818E+01  -0.108156E-06  -0.100288E-05  -0.108156E-06   0.120878E-08
  2083   0.283367E+03   0.227966E+01  -0.121093E-05   0.227966E+01   0.985088E+01  -0.104661E-06  -0.121093E-05  -0.104661E-06   0.120710E-08
  2084   0.282097E+03   0.223305E+01  -0.141135E-05   0.223305E+01   0.991344E+01  -0.101297E-06  -0.141135E-05  -0.101297E-06   0.120542E-08
  2085   0.280835E+03   0.218185E+01  -0.160348E-05   0.218185E+01   0.997583E+01  -0.980717E-07  -0.160348E-05  -0.980717E-07   0.120374E-08
  2086   0.279578E+03   0.212615E+01  -0.178667E-05   0.212615E+01   0.100380E+02  -0.949929E-07  -0.178667E-05  -0.949929E-07   0.120207E-08
  2087   0.278329E+03   0.206595E+01  -0.196025E-05   0.206595E+01   0.101000E+02  -0.920691E-07  -0.196025E-05  -0.920691E-07   0.120040E-08
  2088   0.277087E+03   0.200128E+01  -0.212358E-05   0.200128E+01   0.101617E+02  -0.893082E-07  -0.212358E-05  -0.893082E-07   0.119873E-08
  2089   0.275853E+03   0.193215E+01  -0.227599E-05   0.193215E+01   0.102232E+02  -0.867185E-07  -0.227599E-05  -0.867185E-07   0.119706E-08
  2090   0.274626E+03   0.185857E+01  -0.241684E-05   0.185857E+01   0.102843E+02  -0.843081E-07  -0.241684E-05  -0.843081E-07   0.119540E-08
  2091   0.273407E+03   0.178063E+01  -0.254546E-05   0.178063E+01   0.103451E+02  -0.820851E-07  -0.254546E-05  -0.820851E-07   0.119374E-08
  2092   0.272197E+03   0.169827E+01  -0.266120E-05   0.169827E+01   0.104055E+02  -0.800577E-07  -0.266120E-05  -0.800577E-07   0.119208E-08
  2093   0.270996E+03   0.161151E+01  -0.276340E-05   0.161151E+01   0.104654E+02  -0.782340E-07  -0.276340E-05  -0.782340E-07   0.119042E-08
  2094   0.269805E+03   0.152051E+01  -0.285142E-05   0.152051E+01   0.105250E+02  -0.766221E-07  -0.285142E-05  -0.766221E-07   0.118876E-08
  2095   0.268623E+03   0.142514E+01  -0.292458E-05   0.142514E+01   0.105841E+02  -0.752302E-07  -0.292458E-05  -0.752302E-07   0.118711E-08
  2096   0.267451E+03   0.132547E+01  -0.298224E-05   0.132547E+01   0.106426E+02  -0.740664E-07  -0.298224E-05  -0.740664E-07   0.118546E-08
  2097   0.266290E+03   0.122158E+01  -0.302375E-05   0.122158E+01   0.107007E+02  -0.731388E-07  -0.302375E-05  -0.731388E-07   0.118381E-08
  2098   0.265140E+03   0.111345E+01  -0.304844E-05   0.111345E+01   0.107581E+02  -0.724556E-07  -0.304844E-05  -0.724556E-07   0.118216E-08
  2099   0.264001E+03   0.100112E+01  -0.305566E-05   0.100112E+01   0.108150E+02  -0.720250E-07  -0.305566E-05  -0.720250E-07   0.118052E-08
  2100   0.262873E+03   0.884630E+00  -0.304475E-05   0.884630E+00   0.108712E+02  -0.718550E-07  -0.304475E-05  -0.718550E-07   0.117888E-08
