#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
   347   0.380570E+04   0.120339E+03   0.327054E-04   0.120339E+03   0.906424E+01   0.798243E-06   0.327054E-04   0.798243E-06   0.353870E-07
   348   0.377377E+04   0.120440E+03   0.324283E-04   0.120440E+03   0.920772E+01   0.802125E-06   0.324283E-04   0.802125E-06   0.352590E-07
   349   0.374181E+04   0.120514E+03   0.321522E-04   0.120514E+03   0.935186E+01   0.805797E-06   0.321522E-04   0.805797E-06   0.351317E-07
   350   0.370985E+04   0.120559E+03   0.318773E-04   0.120559E+03   0.949656E+01   0.809253E-06   0.318773E-04   0.809253E-06   0.350050E-07
   351   0.367787E+04   0.120576E+03   0.316036E-04   0.120576E+03   0.964186E+01   0.812495E-06   0.316036E-04   0.812495E-06   0.348790E-07
   352   0.364591E+04   0.120565E+03   0.313310E-04   0.120565E+03   0.978768E+01   0.815533E-06   0.313310E-04   0.815533E-06   0.347536E-07
   353   0.361396E+04   0.120526E+03   0.310595E-04   0.120526E+03   0.993394E+01   0.818384E-06   0.310595E-04   0.818384E-06   0.346290E-07
   354   0.358204E+04   0.120460E+03   0.307892E-04   0.120460E+03   0.100806E+02   0.821061E-06   0.307892E-04   0.821061E-06   0.345049E-07
   355   0.355016E+04   0.120366E+03   0.305201E-04   0.120366E+03   0.102276E+02   0.823582E-06   0.305201E-04   0.823582E-06   0.343815E-07
   356   0.351832E+04   0.120244E+03   0.302521E-04   0.120244E+03   0.103749E+02   0.825961E-06   0.302521E-04   0.825961E-06   0.342587E-07
   357   0.348654E+04   0.120093E+03   0.299854E-04   0.120093E+03   0.105224E+02   0.828213E-06   0.299854E-04   0.828213E-06   0.341366E-07
   358   0.345483E+04   0.119916E+03   0.297199E-04   0.119916E+03   0.106699E+02   0.830354E-06   0.297199E-04   0.830354E-06   0.340151E-07
   359   0.342319E+04   0.119709E+03   0.294557E-04   0.119709E+03   0.108175E+02   0.832400E-06   0.294557E-04   0.832400E-06   0.338942E-07
   360   0.339162E+04   0.119475E+03   0.291927E-04   0.119475E+03   0.109650E+02   0.834365E-06   0.291927E-04   0.834365E-06   0.337740E-07
   361   0.336015E+04   0.119212E+03   0.289310E-04   0.119212E+03   0.111124E+02   0.836265E-06   0.289310E-04   0.836265E-06   0.336543E-07
   362   0.332877E+04   0.118921E+03   0.286705E-04   0.118921E+03   0.112595E+02   0.838116E-06   0.286705E-04   0.838116E-06   0.335353E-07
   363   0.329750E+04   0.118602E+03   0.284114E-04   0.118602E+03   0.114064E+02   0.839932E-06   0.284114E-04   0.839932E-06   0.334169E-07
   364   0.326634E+04   0.118255E+03   0.281535E-04   0.118255E+03   0.115530E+02   0.841730E-06   0.281535E-04   0.841730E-06   0.332991E-07
   365   0.323531E+04   0.117881E+03   0.278970E-04   0.117881E+03   0.116992E+02   0.843524E-06   0.278970E-04   0.843524E-06   0.331819E-07
   366   0.320441E+04   0.117479E+03   0.276419E-04   0.117479E+03   0.118450E+02   0.845330E-06   0.276419E-04   0.845330E-06   0.330653E-07
   367   0.317365E+04   0.117049E+03   0.273880E-04   0.117049E+03   0.119903E+02   0.847163E-06   0.273880E-04   0.847163E-06   0.329493E-07
   368   0.314303E+04   0.116593E+03   0.271356E-04   0.116593E+03   0.121350E+02   0.849039E-06   0.271356E-04   0.849039E-06   0.328338E-07
   369   0.311257E+04   0.116109E+03   0.268845E-04   0.116109E+03   0.122792E+02   0.850973E-06   0.268845E-04   0.850973E-06   0.327190E-07
   370   0.308228E+04   0.115598E+03   0.266349E-04   0.115598E+03   0.124227E+02   0.852980E-06   0.266349E-04   0.852980E-06   0.326047E-07
   371   0.305214E+04   0.115061E+03   0.263866E-04   0.115061E+03   0.125656E+02   0.855076E-06   0.263866E-04   0.855076E-06   0.324910E-07
   372   0.302219E+04   0.114497E+03   0.261398E-04   0.114497E+03   0.127076E+02   0.857277E-06   0.261398E-04   0.857277E-06   0.323779E-07
   373   0.299242E+04   0.113907E+03   0.258945E-04   0.113907E+03   0.128489E+02   0.859596E-06   0.258945E-04   0.859596E-06   0.322654E-07
   374   0.296283E+04   0.113290E+03   0.256506E-04   0.113290E+03   0.129894E+02   0.862051E-06   0.256506E-04   0.862051E-06   0.321534E-07
   375   0.293344E+04   0.112647E+03   0.254081E-04   0.112647E+03   0.131291E+02   0.864656E-06   0.254081E-04   0.864656E-06   0.320419E-07
   376   0.290424E+04   0.111979E+03   0.251672E-04   0.111979E+03   0.132677E+02   0.867426E-06   0.251672E-04   0.867426E-06   0.319311E-07
   377   0.287526E+04   0.111284E+03   0.249277E-04   0.111284E+03   0.134055E+02   0.870378E-06   0.249277E-04   0.870378E-06   0.318207E-07
   378   0.284647E+04   0.110564E+03   0.246898E-04   0.110564E+03   0.135421E+02   0.873526E-06   0.246898E-04   0.873526E-06   0.317110E-07
   379   0.281791E+04   0.109818E+03   0.244534E-04   0.109818E+03   0.136777E+02   0.876885E-06   0.244534E-04   0.876885E-06   0.316017E-07
   380   0.278958E+04   0.109046E+03   0.242185E-04   0.109046E+03   0.138121E+02   0.880472E-06   0.242185E-04   0.880472E-06   0.314930E-07
   381   0.276147E+04   0.108249E+03   0.239852E-04   0.108249E+03   0.139453E+02   0.884301E-06   0.239852E-04   0.884301E-06   0.313848E-07
   382   0.273360E+04   0.107427E+03   0.237535E-04   0.107427E+03   0.140772E+02   0.888388E-06   0.237535E-04   0.888388E-06   0.312772E-07
   383   0.270597E+04   0.106580E+03   0.235234E-04   0.106580E+03   0.142080E+02   0.892748E-06   0.235234E-04   0.892748E-06   0.311701E-07
   384   0.267858E+04   0.105708E+03   0.232949E-04   0.105708E+03   0.143374E+02   0.897397E-06   0.232949E-04   0.897397E-06   0.310635E-07
   385   0.265143E+04   0.104812E+03   0.230680E-04   0.104812E+03   0.144655E+02   0.902350E-06   0.230680E-04   0.902350E-06   0.309574E-07
   386   0.262454E+04   0.103892E+03   0.228427E-04   0.103892E+03   0.145924E+02   0.907622E-06   0.228427E-04   0.907622E-06   0.308518E-07
   387   0.259791E+04   0.102947E+03   0.226191E-04   0.102947E+03   0.147180E+02   0.913228E-06   0.226191E-04   0.913228E-06   0.307467E-07
   388   0.257153E+04   0.101979E+03   0.223971E-04   0.101979E+03   0.148422E+02   0.919185E-06   0.223971E-04   0.919185E-06   0.306422E-07
   389   0.254542E+04   0.100987E+03   0.221768E-04   0.100987E+03   0.149652E+02   0.925508E-06   0.221768E-04   0.925508E-06   0.305381E-07
   390   0.251957E+04   0.999714E+02   0.219583E-04   0.999714E+02   0.150868E+02   0.932211E-06   0.219583E-04   0.932211E-06   0.304345E-07
   391   0.249400E+04   0.989329E+02   0.217414E-04   0.989329E+02   0.152071E+02   0.939310E-06   0.217414E-04   0.939310E-06   0.303314E-07
   392   0.246869E+04   0.978713E+02   0.215262E-04   0.978713E+02   0.153259E+02   0.946821E-06   0.215262E-04   0.946821E-06   0.302288E-07
   393   0.244366E+04   0.967869E+02   0.213128E-04   0.967869E+02   0.154434E+02   0.954759E-06   0.213128E-04   0.954759E-06   0.301267E-07
   394   0.241891E+04   0.956798E+02   0.211011E-04   0.956798E+02   0.155594E+02   0.963139E-06   0.211011E-04   0.963139E-06   0.300250E-07
   395   0.239444E+04   0.945503E+02   0.208912E-04   0.945503E+02   0.156739E+02   0.971977E-06   0.208912E-04   0.971977E-06   0.299239E-07
   396   0.237024E+04   0.933984E+02   0.206831E-04   0.933984E+02   0.157871E+02   0.981288E-06   0.206831E-04   0.981288E-06   0.298232E-07
   397   0.234633E+04   0.922243E+02   0.204767E-04   0.922243E+02   0.158987E+02   0.991087E-06   0.204767E-04   0.991087E-06   0.297229E-07
   398   0.232271E+04   0.910283E+02   0.202722E-04   0.910283E+02   0.160088E+02   0.100139E-05   0.202722E-04   0.100139E-05   0.296231E-07
   399   0.229938E+04   0.898105E+02   0.200695E-04   0.898105E+02   0.161174E+02   0.101221E-05   0.200695E-04   0.101221E-05   0.295238E-07
   400   0.227635E+04   0.885710E+02   0.198686E-04   0.885710E+02   0.162245E+02   0.102357E-05   0.198686E-04   0.102357E-05   0.294249E-07
   401   0.225361E+04   0.873100E+02   0.196696E-04   0.873100E+02   0.163301E+02   0.103547E-05   0.196696E-04   0.103547E-05   0.293265E-07
   402   0.223118E+04   0.860284E+02   0.194724E-04   0.860284E+02   0.164342E+02   0.104789E-05   0.194724E-04   0.104789E-05   0.292285E-07
   403   0.220905E+04   0.847266E+02   0.192769E-04   0.847266E+02   0.165366E+02   0.106081E-05   0.192769E-04   0.106081E-05   0.291310E-07
   404   0.218724E+04   0.834056E+02   0.190831E-04   0.834056E+02   0.166374E+02   0.107420E-05   0.190831E-04   0.107420E-05   0.290339E-07
   405   0.216573E+04   0.820661E+02   0.188909E-04   0.820661E+02   0.167363E+02   0.108803E-05   0.188909E-04   0.108803E-05   0.289372E-07
   406   0.214453E+04   0.807087E+02   0.187004E-04   0.807087E+02   0.168335E+02   0.110227E-05   0.187004E-04   0.110227E-05   0.288410E-07
   407   0.212366E+04   0.793343E+02   0.185113E-04   0.793343E+02   0.169288E+02   0.111691E-05   0.185113E-04   0.111691E-05   0.287452E-07
   408   0.210310E+04   0.779436E+02   0.183237E-04   0.779436E+02   0.170221E+02   0.113190E-05   0.183237E-04   0.113190E-05   0.286498E-07
   409   0.208286E+04   0.765374E+02   0.181375E-04   0.765374E+02   0.171135E+02   0.114723E-05   0.181375E-04   0.114723E-05   0.285549E-07
   410   0.206294E+04   0.751163E+02   0.179527E-04   0.751163E+02   0.172028E+02   0.116287E-05   0.179527E-04   0.116287E-05   0.284604E-07
   411   0.204334E+04   0.736809E+02   0.177692E-04   0.736809E+02   0.172900E+02   0.117878E-05   0.177692E-04   0.117878E-05   0.283663E-07
   412   0.202408E+04   0.722321E+02   0.175869E-04   0.722321E+02   0.173750E+02   0.119495E-05   0.175869E-04   0.119495E-05   0.282727E-07
   413   0.200514E+04   0.707702E+02   0.174058E-04   0.707702E+02   0.174578E+02   0.121135E-05   0.174058E-04   0.121135E-05   0.281794E-07
   414   0.198654E+04   0.692960E+02   0.172259E-04   0.692960E+02   0.175385E+02   0.122795E-05   0.172259E-04   0.122795E-05   0.280866E-07
   415   0.196826E+04   0.678100E+02   0.170470E-04   0.678100E+02   0.176168E+02   0.124472E-05   0.170470E-04   0.124472E-05   0.279942E-07
   416   0.195032E+04   0.663129E+02   0.168692E-04   0.663129E+02   0.176929E+02   0.126163E-05   0.168692E-04   0.126163E-05   0.279022E-07
   417   0.193272E+04   0.648054E+02   0.166924E-04   0.648054E+02   0.177665E+02   0.127867E-05   0.166924E-04   0.127867E-05   0.278106E-07
   418   0.191546E+04   0.632880E+02   0.165164E-04   0.632880E+02   0.178378E+02   0.129579E-05   0.165164E-04   0.129579E-05   0.277194E-07
   419   0.189854E+04   0.617615E+02   0.163414E-04   0.617615E+02   0.179067E+02   0.131298E-05   0.163414E-04   0.131298E-05   0.276286E-07
   420   0.188197E+04   0.602263E+02   0.161671E-04   0.602263E+02   0.179730E+02   0.133021E-05   0.161671E-04   0.133021E-05   0.275383E-07
   421   0.186575E+04   0.586831E+02   0.159936E-04   0.586831E+02   0.180368E+02   0.134745E-05   0.159936E-04   0.134745E-05   0.274483E-07
   422   0.184986E+04   0.571327E+02   0.158208E-04   0.571327E+02   0.180979E+02   0.136467E-05   0.158208E-04   0.136467E-05   0.273588E-07
   423   0.183434E+04   0.555756E+02   0.156486E-04   0.555756E+02   0.181564E+02   0.138185E-05   0.156486E-04   0.138185E-05   0.272696E-07
   424   0.181917E+04   0.540123E+02   0.154771E-04   0.540123E+02   0.182122E+02   0.139896E-05   0.154771E-04   0.139896E-05   0.271808E-07
   425   0.180434E+04   0.524435E+02   0.153060E-04   0.524435E+02   0.182653E+02   0.141598E-05   0.153060E-04   0.141598E-05   0.270924E-07
   426   0.178988E+04   0.508694E+02   0.151355E-04   0.508694E+02   0.183156E+02   0.143287E-05   0.151355E-04   0.143287E-05   0.270044E-07
   427   0.177575E+04   0.492905E+02   0.149653E-04   0.492905E+02   0.183633E+02   0.144961E-05   0.149653E-04   0.144961E-05   0.269168E-07
   428   0.176199E+04   0.477072E+02   0.147956E-04   0.477072E+02   0.184083E+02   0.146617E-05   0.147956E-04   0.146617E-05   0.268296E-07
   429   0.174857E+04   0.461198E+02   0.146261E-04   0.461198E+02   0.184506E+02   0.148253E-05   0.146261E-04   0.148253E-05   0.267428E-07
   430   0.173550E+04   0.445290E+02   0.144569E-04   0.445290E+02   0.184902E+02   0.149866E-05   0.144569E-04   0.149866E-05   0.266564E-07
   431   0.172278E+04   0.429350E+02   0.142879E-04   0.429350E+02   0.185271E+02   0.151452E-05   0.142879E-04   0.151452E-05   0.265703E-07
   432   0.171041E+04   0.413382E+02   0.141191E-04   0.413382E+02   0.185613E+02   0.153011E-05   0.141191E-04   0.153011E-05   0.264846E-07
   433   0.169840E+04   0.397391E+02   0.139503E-04   0.397391E+02   0.185927E+02   0.154538E-05   0.139503E-04   0.154538E-05   0.263993E-07
   434   0.168674E+04   0.381381E+02   0.137816E-04   0.381381E+02   0.186214E+02   0.156031E-05   0.137816E-04   0.156031E-05   0.263143E-07
   435   0.167543E+04   0.365357E+02   0.136129E-04   0.365357E+02   0.186472E+02   0.157487E-05   0.136129E-04   0.157487E-05   0.262298E-07
   436   0.166449E+04   0.349323E+02   0.134441E-04   0.349323E+02   0.186703E+02   0.158904E-05   0.134441E-04   0.158904E-05   0.261456E-07
   437   0.165391E+04   0.333282E+02   0.132752E-04   0.333282E+02   0.186905E+02   0.160279E-05   0.132752E-04   0.160279E-05   0.260617E-07
   438   0.164368E+04   0.317239E+02   0.131061E-04   0.317239E+02   0.187079E+02   0.161610E-05   0.131061E-04   0.161610E-05   0.259783E-07
   439   0.163383E+04   0.301198E+02   0.129368E-04   0.301198E+02   0.187225E+02   0.162893E-05   0.129368E-04   0.162893E-05   0.258951E-07
   440   0.162433E+04   0.285161E+02   0.127672E-04   0.285161E+02   0.187341E+02   0.164126E-05   0.127672E-04   0.164126E-05   0.258124E-07
   441   0.161519E+04   0.269131E+02   0.125972E-04   0.269131E+02   0.187430E+02   0.165306E-05   0.125972E-04   0.165306E-05   0.257300E-07
   442   0.160640E+04   0.253112E+02   0.124269E-04   0.253112E+02   0.187490E+02   0.166431E-05   0.124269E-04   0.166431E-05   0.256480E-07
   443   0.159797E+04   0.237107E+02   0.122560E-04   0.237107E+02   0.187521E+02   0.167497E-05   0.122560E-04   0.167497E-05   0.255663E-07
   444   0.158989E+04   0.221118E+02   0.120847E-04   0.221118E+02   0.187525E+02   0.168503E-05   0.120847E-04   0.168503E-05   0.254849E-07
   445   0.158215E+04   0.205147E+02   0.119128E-04   0.205147E+02   0.187499E+02   0.169445E-05   0.119128E-04   0.169445E-05   0.254039E-07
   446   0.157477E+04   0.189199E+02   0.117403E-04   0.189199E+02   0.187446E+02   0.170320E-05   0.117403E-04   0.170320E-05   0.253233E-07
   447   0.156773E+04   0.173271E+02   0.115671E-04   0.173271E+02   0.187364E+02   0.171127E-05   0.115671E-04   0.171127E-05   0.252430E-07
   448   0.156106E+04   0.157367E+02   0.113932E-04   0.157367E+02   0.187255E+02   0.171863E-05   0.113932E-04   0.171863E-05   0.251630E-07
   449   0.155474E+04   0.141487E+02   0.112185E-04   0.141487E+02   0.187118E+02   0.172523E-05   0.112185E-04   0.172523E-05   0.250834E-07
   450   0.154878E+04   0.125632E+02   0.110430E-04   0.125632E+02   0.186952E+02   0.173107E-05   0.110430E-04   0.173107E-05   0.250041E-07
   451   0.154318E+04   0.109805E+02   0.108666E-04   0.109805E+02   0.186760E+02   0.173612E-05   0.108666E-04   0.173612E-05   0.249252E-07
   452   0.153794E+04   0.940122E+01   0.106894E-04   0.940122E+01   0.186539E+02   0.174039E-05   0.106894E-04   0.174039E-05   0.248466E-07
   453   0.153305E+04   0.782629E+01   0.105114E-04   0.782629E+01   0.186292E+02   0.174390E-05   0.105114E-04   0.174390E-05   0.247683E-07
   454   0.152850E+04   0.625660E+01   0.103327E-04   0.625660E+01   0.186017E+02   0.174666E-05   0.103327E-04   0.174666E-05   0.246904E-07
   455   0.152429E+04   0.469296E+01   0.101534E-04   0.469296E+01   0.185715E+02   0.174870E-05   0.101534E-04   0.174870E-05   0.246127E-07
   456   0.152041E+04   0.313629E+01   0.997358E-05   0.313629E+01   0.185386E+02   0.175003E-05   0.997358E-05   0.175003E-05   0.245354E-07
   457   0.151685E+04   0.158740E+01   0.979327E-05   0.158740E+01   0.185030E+02   0.175068E-05   0.979327E-05   0.175068E-05   0.244585E-07
   458   0.151360E+04   0.472739E-01   0.961256E-05   0.472739E-01   0.184647E+02   0.175065E-05   0.961256E-05   0.175065E-05   0.243818E-07
   459   0.151066E+04  -0.148349E+01   0.943152E-05  -0.148349E+01   0.184238E+02   0.174997E-05   0.943152E-05   0.174997E-05   0.243055E-07
   460   0.150803E+04  -0.300429E+01   0.925021E-05  -0.300429E+01   0.183802E+02   0.174866E-05   0.925021E-05   0.174866E-05   0.242295E-07
   461   0.150569E+04  -0.451370E+01   0.906870E-05  -0.451370E+01   0.183340E+02   0.174673E-05   0.906870E-05   0.174673E-05   0.241538E-07
   462   0.150367E+04  -0.601327E+01   0.888708E-05  -0.601327E+01   0.182853E+02   0.174420E-05   0.888708E-05   0.174420E-05   0.240784E-07
   463   0.150194E+04  -0.750085E+01   0.870539E-05  -0.750085E+01   0.182341E+02   0.174110E-05   0.870539E-05   0.174110E-05   0.240034E-07
   464   0.150052E+04  -0.897649E+01   0.852372E-05  -0.897649E+01   0.181804E+02   0.173743E-05   0.852372E-05   0.173743E-05   0.239286E-07
   465   0.149938E+04  -0.104395E+02   0.834214E-05  -0.104395E+02   0.181243E+02   0.173321E-05   0.834214E-05   0.173321E-05   0.238542E-07
   466   0.149855E+04  -0.118900E+02   0.816071E-05  -0.118900E+02   0.180657E+02   0.172847E-05   0.816071E-05   0.172847E-05   0.237801E-07
   467   0.149800E+04  -0.133265E+02   0.797951E-05  -0.133265E+02   0.180048E+02   0.172323E-05   0.797951E-05   0.172323E-05   0.237062E-07
   468   0.149774E+04  -0.147491E+02   0.779860E-05  -0.147491E+02   0.179416E+02   0.171749E-05   0.779860E-05   0.171749E-05   0.236327E-07
   469   0.149775E+04  -0.161572E+02   0.761805E-05  -0.161572E+02   0.178759E+02   0.171128E-05   0.761805E-05   0.171128E-05   0.235595E-07
   470   0.149804E+04  -0.175500E+02   0.743794E-05  -0.175500E+02   0.178080E+02   0.170462E-05   0.743794E-05   0.170462E-05   0.234866E-07
   471   0.149858E+04  -0.189261E+02   0.725833E-05  -0.189261E+02   0.177377E+02   0.169753E-05   0.725833E-05   0.169753E-05   0.234140E-07
   472   0.149937E+04  -0.202863E+02   0.707930E-05  -0.202863E+02   0.176652E+02   0.169001E-05   0.707930E-05   0.169001E-05   0.233417E-07
   473   0.150042E+04  -0.216285E+02   0.690091E-05  -0.216285E+02   0.175905E+02   0.168210E-05   0.690091E-05   0.168210E-05   0.232697E-07
   474   0.150171E+04  -0.229542E+02   0.672324E-05  -0.229542E+02   0.175134E+02   0.167381E-05   0.672324E-05   0.167381E-05   0.231980E-07
   475   0.150325E+04  -0.242613E+02   0.654635E-05  -0.242613E+02   0.174342E+02   0.166515E-05   0.654635E-05   0.166515E-05   0.231266E-07
   476   0.150503E+04  -0.255498E+02   0.637031E-05  -0.255498E+02   0.173529E+02   0.165615E-05   0.637031E-05   0.165615E-05   0.230555E-07
   477   0.150704E+04  -0.268198E+02   0.619520E-05  -0.268198E+02   0.172694E+02   0.164682E-05   0.619520E-05   0.164682E-05   0.229846E-07
   478   0.150930E+04  -0.280706E+02   0.602108E-05  -0.280706E+02   0.171837E+02   0.163718E-05   0.602108E-05   0.163718E-05   0.229141E-07
   479   0.151181E+04  -0.293026E+02   0.584803E-05  -0.293026E+02   0.170961E+02   0.162726E-05   0.584803E-05   0.162726E-05   0.228438E-07
   480   0.151454E+04  -0.305145E+02   0.567611E-05  -0.305145E+02   0.170064E+02   0.161706E-05   0.567611E-05   0.161706E-05   0.227739E-07
   481   0.151752E+04  -0.317063E+02   0.550539E-05  -0.317063E+02   0.169146E+02   0.160661E-05   0.550539E-05   0.160661E-05   0.227042E-07
   482   0.152071E+04  -0.328778E+02   0.533594E-05  -0.328778E+02   0.168208E+02   0.159592E-05   0.533594E-05   0.159592E-05   0.226348E-07
   483   0.152413E+04  -0.340285E+02   0.516784E-05  -0.340285E+02   0.167251E+02   0.158501E-05   0.516784E-05   0.158501E-05   0.225657E-07
   484   0.152777E+04  -0.351582E+02   0.500116E-05  -0.351582E+02   0.166274E+02   0.157390E-05   0.500116E-05   0.157390E-05   0.224968E-07
   485   0.153160E+04  -0.362665E+02   0.483595E-05  -0.362665E+02   0.165278E+02   0.156261E-05   0.483595E-05   0.156261E-05   0.224283E-07
   486   0.153565E+04  -0.373531E+02   0.467230E-05  -0.373531E+02   0.164263E+02   0.155116E-05   0.467230E-05   0.155116E-05   0.223600E-07
   487   0.153989E+04  -0.384177E+02   0.451027E-05  -0.384177E+02   0.163228E+02   0.153956E-05   0.451027E-05   0.153956E-05   0.222920E-07
   488   0.154434E+04  -0.394602E+02   0.434994E-05  -0.394602E+02   0.162176E+02   0.152784E-05   0.434994E-05   0.152784E-05   0.222242E-07
   489   0.154898E+04  -0.404803E+02   0.419137E-05  -0.404803E+02   0.161104E+02   0.151600E-05   0.419137E-05   0.151600E-05   0.221567E-07
   490   0.155382E+04  -0.414778E+02   0.403463E-05  -0.414778E+02   0.160014E+02   0.150407E-05   0.403463E-05   0.150407E-05   0.220895E-07
   491   0.155885E+04  -0.424527E+02   0.387979E-05  -0.424527E+02   0.158907E+02   0.149207E-05   0.387979E-05   0.149207E-05   0.220226E-07
   492   0.156408E+04  -0.434047E+02   0.372693E-05  -0.434047E+02   0.157781E+02   0.148002E-05   0.372693E-05   0.148002E-05   0.219559E-07
   493   0.156951E+04  -0.443337E+02   0.357611E-05  -0.443337E+02   0.156637E+02   0.146793E-05   0.357611E-05   0.146793E-05   0.218895E-07
   494   0.157513E+04  -0.452393E+02   0.342740E-05  -0.452393E+02   0.155476E+02   0.145582E-05   0.342740E-05   0.145582E-05   0.218234E-07
   495   0.158095E+04  -0.461217E+02   0.328087E-05  -0.461217E+02   0.154298E+02   0.144371E-05   0.328087E-05   0.144371E-05   0.217575E-07
   496   0.158695E+04  -0.469804E+02   0.313660E-05  -0.469804E+02   0.153102E+02   0.143161E-05   0.313660E-05   0.143161E-05   0.216919E-07
   497   0.159314E+04  -0.478155E+02   0.299465E-05  -0.478155E+02   0.151889E+02   0.141955E-05   0.299465E-05   0.141955E-05   0.216265E-07
   498   0.159951E+04  -0.486269E+02   0.285509E-05  -0.486269E+02   0.150659E+02   0.140755E-05   0.285509E-05   0.140755E-05   0.215614E-07
   499   0.160605E+04  -0.494144E+02   0.271799E-05  -0.494144E+02   0.149411E+02   0.139562E-05   0.271799E-05   0.139562E-05   0.214966E-07
   500   0.161277E+04  -0.501777E+02   0.258343E-05  -0.501777E+02   0.148147E+02   0.138377E-05   0.258343E-05   0.138377E-05   0.214320E-07
   501   0.161965E+04  -0.509168E+02   0.245145E-05  -0.509168E+02   0.146866E+02   0.137203E-05   0.245145E-05   0.137203E-05   0.213676E-07
   502   0.162670E+04  -0.516318E+02   0.232204E-05  -0.516318E+02   0.145570E+02   0.136040E-05   0.232204E-05   0.136040E-05   0.213035E-07
   503   0.163390E+04  -0.523223E+02   0.219517E-05  -0.523223E+02   0.144258E+02   0.134886E-05   0.219517E-05   0.134886E-05   0.212397E-07
   504   0.164125E+04  -0.529886E+02   0.207080E-05  -0.529886E+02   0.142934E+02   0.133743E-05   0.207080E-05   0.133743E-05   0.211761E-07
   505   0.164875E+04  -0.536304E+02   0.194892E-05  -0.536304E+02   0.141597E+02   0.132608E-05   0.194892E-05   0.132608E-05   0.211127E-07
   506   0.165638E+04  -0.542479E+02   0.182947E-05  -0.542479E+02   0.140248E+02   0.131482E-05   0.182947E-05   0.131482E-05   0.210496E-07
   507   0.166415E+04  -0.548408E+02   0.171244E-05  -0.548408E+02   0.138889E+02   0.130365E-05   0.171244E-05   0.130365E-05   0.209867E-07
   508   0.167204E+04  -0.554092E+02   0.159780E-05  -0.554092E+02   0.137521E+02   0.129256E-05   0.159780E-05   0.129256E-05   0.209241E-07
   509   0.168004E+04  -0.559530E+02   0.148550E-05  -0.559530E+02   0.136144E+02   0.128155E-05   0.148550E-05   0.128155E-05   0.208617E-07
   510   0.168817E+04  -0.564723E+02   0.137552E-05  -0.564723E+02   0.134760E+02   0.127061E-05   0.137552E-05   0.127061E-05   0.207996E-07
   511   0.169639E+04  -0.569670E+02   0.126783E-05  -0.569670E+02   0.133369E+02   0.125974E-05   0.126783E-05   0.125974E-05   0.207377E-07
   512   0.170472E+04  -0.574369E+02   0.116240E-05  -0.574369E+02   0.131973E+02   0.124894E-05   0.116240E-05   0.124894E-05   0.206760E-07
   513   0.171313E+04  -0.578822E+02   0.105918E-05  -0.578822E+02   0.130572E+02   0.123820E-05   0.105918E-05   0.123820E-05   0.206146E-07
   514   0.172164E+04  -0.583027E+02   0.958167E-06  -0.583027E+02   0.129168E+02   0.122752E-05   0.958167E-06   0.122752E-05   0.205534E-07
   515   0.173022E+04  -0.586985E+02   0.859310E-06  -0.586985E+02   0.127760E+02   0.121689E-05   0.859310E-06   0.121689E-05   0.204925E-07
   516   0.173887E+04  -0.590695E+02   0.762584E-06  -0.590695E+02   0.126350E+02   0.120631E-05   0.762584E-06   0.120631E-05   0.204318E-07
   517   0.174759E+04  -0.594157E+02   0.667956E-06  -0.594157E+02   0.124939E+02   0.119578E-05   0.667956E-06   0.119578E-05   0.203713E-07
   518   0.175637E+04  -0.597372E+02   0.575395E-06  -0.597372E+02   0.123528E+02   0.118530E-05   0.575395E-06   0.118530E-05   0.203111E-07
   519   0.176520E+04  -0.600340E+02   0.484870E-06  -0.600340E+02   0.122117E+02   0.117485E-05   0.484870E-06   0.117485E-05   0.202511E-07
   520   0.177406E+04  -0.603060E+02   0.396349E-06  -0.603060E+02   0.120707E+02   0.116444E-05   0.396349E-06   0.116444E-05   0.201913E-07
   521   0.178297E+04  -0.605532E+02   0.309800E-06  -0.605532E+02   0.119298E+02   0.115407E-05   0.309800E-06   0.115407E-05   0.201317E-07
   522   0.179190E+04  -0.607758E+02   0.225193E-06  -0.607758E+02   0.117893E+02   0.114372E-05   0.225193E-06   0.114372E-05   0.200724E-07
   523   0.180085E+04  -0.609736E+02   0.142495E-06  -0.609736E+02   0.116491E+02   0.113339E-05   0.142495E-06   0.113339E-05   0.200134E-07
   524   0.180983E+04  -0.611467E+02   0.616758E-07  -0.611467E+02   0.115093E+02   0.112309E-05   0.616758E-07   0.112309E-05   0.199545E-07
   525   0.181882E+04  -0.612951E+02  -0.172967E-07  -0.612951E+02   0.113699E+02   0.111280E-05  -0.172967E-07   0.111280E-05   0.198959E-07
   526   0.182783E+04  -0.614188E+02  -0.944539E-07  -0.614188E+02   0.112311E+02   0.110253E-05  -0.944539E-07   0.110253E-05   0.198375E-07
   527   0.183684E+04  -0.615179E+02  -0.169827E-06  -0.615179E+02   0.110928E+02   0.109226E-05  -0.169827E-06   0.109226E-05   0.197793E-07
   528   0.184586E+04  -0.615923E+02  -0.243448E-06  -0.615923E+02   0.109552E+02   0.108200E-05  -0.243448E-06   0.108200E-05   0.197214E-07
   529   0.185488E+04  -0.616420E+02  -0.315348E-06  -0.616420E+02   0.108183E+02   0.107174E-05  -0.315348E-06   0.107174E-05   0.196636E-07
   530   0.186390E+04  -0.616672E+02  -0.385559E-06  -0.616672E+02   0.106822E+02   0.106149E-05  -0.385559E-06   0.106149E-05   0.196061E-07
