#    L    TT             EE             TE             PP             TP          
   149   0.504008E+04   0.895241E+00  -0.422317E+02   0.135599E+07   0.959079E+04
   150   0.507007E+04   0.882523E+00  -0.416671E+02   0.134767E+07   0.948719E+04
   151   0.509948E+04   0.869666E+00  -0.410663E+02   0.133942E+07   0.938501E+04
   152   0.512832E+04   0.856704E+00  -0.404294E+02   0.133124E+07   0.928423E+04
   153   0.515657E+04   0.843676E+00  -0.397566E+02   0.132313E+07   0.918484E+04
   154   0.518424E+04   0.830622E+00  -0.390482E+02   0.131509E+07   0.908681E+04
   155   0.521132E+04   0.817567E+00  -0.383041E+02   0.130712E+07   0.899013E+04
   156   0.523781E+04   0.804559E+00  -0.375248E+02   0.129922E+07   0.889476E+04
   157   0.526369E+04   0.791624E+00  -0.367104E+02   0.129139E+07   0.880070E+04
   158   0.528898E+04   0.778815E+00  -0.358610E+02   0.128362E+07   0.870793E+04
   159   0.531364E+04   0.766158E+00  -0.349769E+02   0.127592E+07   0.861642E+04
   160   0.533769E+04   0.753701E+00  -0.340583E+02   0.126829E+07   0.852615E+04
   161   0.536109E+04   0.741484E+00  -0.331055E+02   0.126073E+07   0.843710E+04
   162   0.538383E+04   0.729546E+00  -0.321187E+02   0.125323E+07   0.834926E+04
   163   0.540591E+04   0.717943E+00  -0.310980E+02   0.124580E+07   0.826260E+04
   164   0.542732E+04   0.706700E+00  -0.300439E+02   0.123844E+07   0.817711E+04
   165   0.544803E+04   0.695864E+00  -0.289565E+02   0.123114E+07   0.809275E+04
   166   0.546805E+04   0.685483E+00  -0.278361E+02   0.122390E+07   0.800952E+04
   167   0.548737E+04   0.675604E+00  -0.266831E+02   0.121673E+07   0.792740E+04
   168   0.550597E+04   0.666275E+00  -0.254980E+02   0.120962E+07   0.784636E+04
   169   0.552384E+04   0.657543E+00  -0.242810E+02   0.120258E+07   0.776638E+04
   170   0.554099E+04   0.649449E+00  -0.230325E+02   0.119560E+07   0.768744E+04
   171   0.555740E+04   0.642046E+00  -0.217528E+02   0.118868E+07   0.760953E+04
   172   0.557307E+04   0.635384E+00  -0.204425E+02   0.118182E+07   0.753262E+04
   173   0.558798E+04   0.629508E+00  -0.191018E+02   0.117503E+07   0.745670E+04
   174   0.560213E+04   0.624468E+00  -0.177312E+02   0.116830E+07   0.738174E+04
   175   0.561550E+04   0.620324E+00  -0.163314E+02   0.116162E+07   0.730772E+04
   176   0.562810E+04   0.617118E+00  -0.149026E+02   0.115501E+07   0.723462E+04
   177   0.563991E+04   0.614911E+00  -0.134455E+02   0.114846E+07   0.716244E+04
   178   0.565093E+04   0.613752E+00  -0.119610E+02   0.114196E+07   0.709116E+04
   179   0.566116E+04   0.613688E+00  -0.104497E+02   0.113553E+07   0.702076E+04
   180   0.567059E+04   0.614782E+00  -0.891259E+01   0.112915E+07   0.695123E+04
   181   0.567921E+04   0.617090E+00  -0.735040E+01   0.112283E+07   0.688257E+04
   182   0.568703E+04   0.620666E+00  -0.576395E+01   0.111657E+07   0.681476E+04
   183   0.569405E+04   0.625559E+00  -0.415412E+01   0.111036E+07   0.674778E+04
   184   0.570025E+04   0.631831E+00  -0.252182E+01   0.110421E+07   0.668163E+04
   185   0.570564E+04   0.639545E+00  -0.867704E+00   0.109812E+07   0.661629E+04
   186   0.571021E+04   0.648748E+00   0.807159E+00   0.109208E+07   0.655175E+04
   187   0.571395E+04   0.659497E+00   0.250198E+01   0.108609E+07   0.648800E+04
   188   0.571688E+04   0.671858E+00   0.421576E+01   0.108016E+07   0.642502E+04
   189   0.571897E+04   0.685886E+00   0.594762E+01   0.107427E+07   0.636281E+04
   190   0.572023E+04   0.701643E+00   0.769658E+01   0.106844E+07   0.630135E+04
   191   0.572066E+04   0.719184E+00   0.946161E+01   0.106267E+07   0.624062E+04
   192   0.572025E+04   0.738572E+00   0.112419E+02   0.105694E+07   0.618062E+04
   193   0.571898E+04   0.759864E+00   0.130366E+02   0.105126E+07   0.612134E+04
   194   0.571689E+04   0.783122E+00   0.148443E+02   0.104564E+07   0.606275E+04
   195   0.571395E+04   0.808407E+00   0.166643E+02   0.104006E+07   0.600486E+04
