#    L    TT             EE             TE             PP             TP          
   117   0.322624E+04   0.950935E+00  -0.337595E+02   0.372259E+07   0.572403E+04
   118   0.325998E+04   0.960026E+00  -0.343185E+02   0.369848E+07   0.565890E+04
   119   0.329381E+04   0.968733E+00  -0.348677E+02   0.367456E+07   0.559488E+04
   120   0.332771E+04   0.977051E+00  -0.354065E+02   0.365081E+07   0.553196E+04
   121   0.336168E+04   0.984965E+00  -0.359343E+02   0.362724E+07   0.547012E+04
   122   0.339571E+04   0.992468E+00  -0.364506E+02   0.360385E+07   0.540933E+04
   123   0.342978E+04   0.999553E+00  -0.369549E+02   0.358064E+07   0.534957E+04
   124   0.346390E+04   0.100621E+01  -0.374465E+02   0.355761E+07   0.529083E+04
   125   0.349805E+04   0.101243E+01  -0.379251E+02   0.353476E+07   0.523307E+04
   126   0.353223E+04   0.101821E+01  -0.383901E+02   0.351209E+07   0.517629E+04
   127   0.356642E+04   0.102354E+01  -0.388410E+02   0.348960E+07   0.512045E+04
   128   0.360061E+04   0.102842E+01  -0.392773E+02   0.346729E+07   0.506554E+04
   129   0.363481E+04   0.103284E+01  -0.396985E+02   0.344516E+07   0.501154E+04
   130   0.366899E+04   0.103679E+01  -0.401039E+02   0.342321E+07   0.495842E+04
   131   0.370315E+04   0.104026E+01  -0.404933E+02   0.340144E+07   0.490617E+04
   132   0.373729E+04   0.104327E+01  -0.408660E+02   0.337985E+07   0.485476E+04
   133   0.377138E+04   0.104580E+01  -0.412216E+02   0.335844E+07   0.480416E+04
   134   0.380544E+04   0.104786E+01  -0.415597E+02   0.333720E+07   0.475437E+04
   135   0.383943E+04   0.104943E+01  -0.418798E+02   0.331614E+07   0.470536E+04
   136   0.387337E+04   0.105053E+01  -0.421814E+02   0.329525E+07   0.465711E+04
   137   0.390725E+04   0.105114E+01  -0.424640E+02   0.327454E+07   0.460960E+04
   138   0.394104E+04   0.105129E+01  -0.427273E+02   0.325400E+07   0.456280E+04
   139   0.397475E+04   0.105095E+01  -0.429709E+02   0.323362E+07   0.451670E+04
   140   0.400837E+04   0.105013E+01  -0.431944E+02   0.321342E+07   0.447127E+04
   141   0.404188E+04   0.104886E+01  -0.433973E+02   0.319339E+07   0.442649E+04
   142   0.407528E+04   0.104711E+01  -0.435793E+02   0.317352E+07   0.438235E+04
   143   0.410858E+04   0.104489E+01  -0.437400E+02   0.315382E+07   0.433882E+04
   144   0.414173E+04   0.104222E+01  -0.438790E+02   0.313429E+07   0.429588E+04
   145   0.417476E+04   0.103909E+01  -0.439958E+02   0.311492E+07   0.425351E+04
   146   0.420762E+04   0.103551E+01  -0.440902E+02   0.309571E+07   0.421169E+04
   147   0.424031E+04   0.103150E+01  -0.441617E+02   0.307666E+07   0.417039E+04
   148   0.427282E+04   0.102705E+01  -0.442099E+02   0.305778E+07   0.412960E+04
   149   0.430513E+04   0.102218E+01  -0.442345E+02   0.303905E+07   0.408930E+04
   150   0.433723E+04   0.101689E+01  -0.442350E+02   0.302048E+07   0.404946E+04
   151   0.436910E+04   0.101120E+01  -0.442112E+02   0.300206E+07   0.401006E+04
   152   0.440073E+04   0.100511E+01  -0.441628E+02   0.298381E+07   0.397111E+04
   153   0.443213E+04   0.998635E+00  -0.440895E+02   0.296570E+07   0.393260E+04
   154   0.446328E+04   0.991798E+00  -0.439912E+02   0.294775E+07   0.389453E+04
   155   0.449418E+04   0.984596E+00  -0.438676E+02   0.292995E+07   0.385689E+04
